instance family pattern-time pattern-vertices pattern-edges pattern-loops pattern-meandeg pattern-maxdeg pattern-degisfixed pattern-density target-time target-vertices target-edges target-loops target-meandeg target-maxdeg target-degisfixed target-density
si2_b03_m800.08 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.04 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.05 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.09 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.00 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.02 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.03 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.01 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si2_b03_m800.06 3 0 160 237 0 2.9625 3 0 0.0186321 0 800 1200 0 3 3 1 0.00375469
si4_b03m_m200.05 4 0 80 102 0 2.55 10 0 0.0322785 0 200 300 0 3 12 0 0.0150754
si4_b03m_m200.02 4 0 80 97 0 2.425 12 0 0.0306962 0 200 300 0 3 12 0 0.0150754
si4_b03m_m200.04 4 0 80 102 0 2.55 10 0 0.0322785 0 200 300 0 3 10 0 0.0150754
si4_b03m_m200.07 4 0 80 104 0 2.6 11 0 0.0329114 0 200 300 0 3 11 0 0.0150754
si4_b03m_m200.00 4 0 80 98 0 2.45 9 0 0.0310127 0 200 300 0 3 11 0 0.0150754
si4_b03m_m200.06 4 0 80 100 0 2.5 13 0 0.0316456 0 200 299 0 2.99 13 0 0.0150251
si4_b03m_m200.03 4 0 80 95 0 2.375 9 0 0.0300633 0 200 299 0 2.99 9 0 0.0150251
si4_b03m_m200.09 4 0 80 96 0 2.4 11 0 0.0303797 0 200 300 0 3 13 0 0.0150754
si4_b03m_m200.08 4 0 80 100 0 2.5 11 0 0.0316456 0 200 299 0 2.99 11 0 0.0150251
si4_b03m_m200.01 4 0 80 97 0 2.425 14 0 0.0306962 0 200 299 0 2.99 14 0 0.0150251
si2_b06m_m200.04 4 0 40 73 0 3.65 13 0 0.0935897 0 200 599 0 5.99 15 0 0.0301005
si2_b06m_m200.03 4 0 40 82 0 4.1 12 0 0.105128 0 200 598 0 5.98 14 0 0.0300503
si2_b06m_m200.08 4 0 40 86 0 4.3 9 0 0.110256 0 200 597 0 5.97 15 0 0.03
si2_b06m_m200.06 4 0 40 72 0 3.6 14 0 0.0923077 0 200 600 0 6 16 0 0.0301508
si2_b06m_m200.05 4 0 40 84 0 4.2 15 0 0.107692 0 200 597 0 5.97 15 0 0.03
si2_b06m_m200.02 4 0 40 76 0 3.8 11 0 0.0974359 0 200 597 0 5.97 13 0 0.03
si2_b06m_m200.00 4 0 40 62 0 3.1 14 0 0.0794872 0 200 600 0 6 14 0 0.0301508
si2_b06m_m200.01 4 0 40 64 0 3.2 14 0 0.0820513 0 200 598 0 5.98 14 0 0.0300503
si2_b06m_m200.09 4 0 40 72 0 3.6 12 0 0.0923077 0 200 598 0 5.98 15 0 0.0300503
si2_b06m_m200.07 4 0 40 67 0 3.35 14 0 0.0858974 0 200 598 0 5.98 14 0 0.0300503
si6_m4Dr4_m625.05 6 0 375 942 0 5.024 11 0 0.0134332 0 625 1950 0 6.24 11 0 0.01
si6_m4Dr4_m625.09 6 0 375 958 0 5.10933 12 0 0.0136613 0 625 1949 0 6.2368 12 0 0.00999487
si6_m4Dr4_m625.04 6 0 375 942 0 5.024 11 0 0.0134332 0 625 1950 0 6.24 11 0 0.01
si6_m4Dr4_m625.00 6 0 375 910 0 4.85333 11 0 0.0129768 0 625 1950 0 6.24 11 0 0.01
si6_m4Dr4_m625.08 6 0 375 948 0 5.056 12 0 0.0135187 0 625 1948 0 6.2336 12 0 0.00998974
si6_m4Dr4_m625.06 6 0 375 979 0 5.22133 12 0 0.0139608 0 625 1950 0 6.24 12 0 0.01
si6_m4Dr4_m625.01 6 0 375 920 0 4.90667 11 0 0.0131194 0 625 1948 0 6.2336 12 0 0.00998974
si6_m4Dr4_m625.03 6 0 375 904 0 4.82133 10 0 0.0128913 0 625 1949 0 6.2368 11 0 0.00999487
si6_m4Dr4_m625.07 6 0 375 883 0 4.70933 10 0 0.0125918 0 625 1950 0 6.24 11 0 0.01
si6_m4Dr4_m625.02 6 0 375 972 0 5.184 11 0 0.013861 0 625 1950 0 6.24 14 0 0.01
si4_b03_m200.06 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.02 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.07 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.04 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.03 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.05 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.09 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.01 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.00 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si4_b03_m200.08 3 0 80 117 0 2.925 3 0 0.0370253 0 200 300 0 3 3 1 0.0150754
si2_b03_m400.03 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.06 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.07 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.01 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.05 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.09 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.02 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.00 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.08 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si2_b03_m400.04 3 0 80 117 0 2.925 3 0 0.0370253 0 400 600 0 3 3 1 0.0075188
si4_b09_m200.02 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.01 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.00 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.09 3 0 80 337 0 8.425 9 0 0.106646 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.08 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.04 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.06 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.05 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.07 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_b09_m200.03 3 0 80 336 0 8.4 9 0 0.106329 0 200 900 0 9 9 1 0.0452261
si4_m4Dr4_m256.05 6 0 102 225 0 4.41176 10 0 0.0436808 0 256 774 0 6.04688 11 0 0.0237132
si4_m4Dr4_m256.09 6 0 102 228 0 4.47059 10 0 0.0442632 0 256 773 0 6.03906 10 0 0.0236826
si4_m4Dr4_m256.01 6 0 102 189 0 3.70588 10 0 0.0366919 0 256 772 0 6.03125 10 0 0.023652
si4_m4Dr4_m256.03 6 0 102 195 0 3.82353 9 0 0.0378567 0 256 773 0 6.03906 9 0 0.0236826
si4_m4Dr4_m256.06 6 0 102 209 0 4.09804 9 0 0.0405746 0 256 774 0 6.04688 10 0 0.0237132
si4_m4Dr4_m256.07 6 0 102 238 0 4.66667 9 0 0.0462046 0 256 774 0 6.04688 10 0 0.0237132
si4_m4Dr4_m256.00 6 0 102 211 0 4.13725 10 0 0.0409629 0 256 773 0 6.03906 10 0 0.0236826
si4_m4Dr4_m256.02 6 0 102 233 0 4.56863 11 0 0.0452339 0 256 773 0 6.03906 11 0 0.0236826
si4_m4Dr4_m256.08 6 0 102 200 0 3.92157 11 0 0.0388274 0 256 773 0 6.03906 11 0 0.0236826
si4_m4Dr4_m256.04 6 0 102 201 0 3.94118 9 0 0.0390215 0 256 772 0 6.03125 11 0 0.023652
si2_m4D_m625.01 5 0 125 300 0 4.8 6 0 0.0387097 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.00 5 0 125 295 0 4.72 8 0 0.0380645 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.08 5 0 125 300 0 4.8 6 0 0.0387097 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.04 5 0 125 296 0 4.736 8 0 0.0381935 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.09 5 0 125 300 0 4.8 6 0 0.0387097 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.02 5 0 125 296 0 4.736 8 0 0.0381935 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.05 5 0 125 300 0 4.8 6 0 0.0387097 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.06 5 0 125 300 0 4.8 6 0 0.0387097 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.07 5 0 125 300 0 4.8 6 0 0.0387097 0 625 1700 0 5.44 8 0 0.00871795
si2_m4D_m625.03 5 0 125 298 0 4.768 8 0 0.0384516 0 625 1700 0 5.44 8 0 0.00871795
si4_b09_m800.03 3 0 320 1417 0 8.85625 9 0 0.0277625 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.02 3 0 320 1416 0 8.85 9 0 0.0277429 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.09 3 0 320 1419 0 8.86875 9 0 0.0278017 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.06 3 0 320 1416 0 8.85 9 0 0.0277429 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.04 3 0 320 1417 0 8.85625 9 0 0.0277625 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.05 3 0 320 1419 0 8.86875 9 0 0.0278017 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.00 3 0 320 1416 0 8.85 9 0 0.0277429 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.01 3 0 320 1416 0 8.85 9 0 0.0277429 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.07 3 0 320 1417 0 8.85625 9 0 0.0277625 0 800 3600 0 9 9 1 0.0112641
si4_b09_m800.08 3 0 320 1417 0 8.85625 9 0 0.0277625 0 800 3600 0 9 9 1 0.0112641
si2_m4Dr4_m256.05 6 0 51 95 0 3.72549 9 0 0.0745098 0 256 774 0 6.04688 11 0 0.0237132
si2_m4Dr4_m256.02 6 0 51 82 0 3.21569 9 0 0.0643137 0 256 773 0 6.03906 10 0 0.0236826
si2_m4Dr4_m256.00 6 0 51 96 0 3.76471 9 0 0.0752941 0 256 774 0 6.04688 9 0 0.0237132
si2_m4Dr4_m256.07 6 0 51 100 0 3.92157 9 0 0.0784314 0 256 774 0 6.04688 10 0 0.0237132
si2_m4Dr4_m256.03 6 0 51 79 0 3.09804 9 0 0.0619608 0 256 773 0 6.03906 10 0 0.0236826
si2_m4Dr4_m256.06 6 0 51 82 0 3.21569 9 0 0.0643137 0 256 773 0 6.03906 10 0 0.0236826
si2_m4Dr4_m256.04 6 0 51 86 0 3.37255 8 0 0.067451 0 256 772 0 6.03125 10 0 0.023652
si2_m4Dr4_m256.09 6 0 51 78 0 3.05882 9 0 0.0611765 0 256 772 0 6.03125 10 0 0.023652
si2_m4Dr4_m256.01 6 0 51 96 0 3.76471 9 0 0.0752941 0 256 772 0 6.03125 10 0 0.023652
si2_m4Dr4_m256.08 6 0 51 96 0 3.76471 8 0 0.0752941 0 256 773 0 6.03906 10 0 0.0236826
si6_m4Dr2_m256.04 6 0 153 346 0 4.52288 9 0 0.0297558 0 256 722 0 5.64062 10 0 0.0221201
si6_m4Dr2_m256.08 6 0 153 370 0 4.8366 9 0 0.0318197 0 256 723 0 5.64844 9 0 0.0221507
si6_m4Dr2_m256.00 6 0 153 365 0 4.77124 9 0 0.0313897 0 256 722 0 5.64062 9 0 0.0221201
si6_m4Dr2_m256.07 6 0 153 378 0 4.94118 10 0 0.0325077 0 256 723 0 5.64844 10 0 0.0221507
si6_m4Dr2_m256.01 6 0 153 349 0 4.56209 9 0 0.0300138 0 256 722 0 5.64062 9 0 0.0221201
si6_m4Dr2_m256.09 6 0 153 354 0 4.62745 9 0 0.0304438 0 256 723 0 5.64844 10 0 0.0221507
si6_m4Dr2_m256.03 6 0 153 349 0 4.56209 9 0 0.0300138 0 256 723 0 5.64844 9 0 0.0221507
si6_m4Dr2_m256.05 6 0 153 363 0 4.7451 10 0 0.0312178 0 256 723 0 5.64844 10 0 0.0221507
si6_m4Dr2_m256.02 6 0 153 340 0 4.44444 10 0 0.0292398 0 256 723 0 5.64844 10 0 0.0221507
si6_m4Dr2_m256.06 6 0 153 357 0 4.66667 8 0 0.0307018 0 256 722 0 5.64062 9 0 0.0221201
si6_b06_m800.00 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.05 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.02 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.07 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.08 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.09 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.06 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.01 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.04 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si6_b06_m800.03 3 0 480 1434 0 5.975 6 0 0.0124739 0 800 2400 0 6 6 1 0.00750939
si4_b09m_m800.06 4 0 320 929 0 5.80625 30 0 0.0182014 0 800 3597 0 8.9925 30 0 0.0112547
si4_b09m_m800.01 4 0 320 967 0 6.04375 26 0 0.0189459 0 800 3595 0 8.9875 26 0 0.0112484
si4_b09m_m800.02 4 0 320 990 0 6.1875 27 0 0.0193966 0 800 3598 0 8.995 27 0 0.0112578
si4_b09m_m800.08 4 0 320 975 0 6.09375 26 0 0.0191027 0 800 3592 0 8.98 28 0 0.011239
si4_b09m_m800.04 4 0 320 980 0 6.125 22 0 0.0192006 0 800 3598 0 8.995 22 0 0.0112578
si4_b09m_m800.03 4 0 320 961 0 6.00625 24 0 0.0188284 0 800 3598 0 8.995 26 0 0.0112578
si4_b09m_m800.09 4 0 320 988 0 6.175 29 0 0.0193574 0 800 3595 0 8.9875 29 0 0.0112484
si4_b09m_m800.05 4 0 320 904 0 5.65 26 0 0.0177116 0 800 3592 0 8.98 26 0 0.011239
si4_b09m_m800.00 4 0 320 982 0 6.1375 26 0 0.0192398 0 800 3595 0 8.9875 27 0 0.0112484
si4_b09m_m800.07 4 0 320 879 0 5.49375 29 0 0.0172218 0 800 3597 0 8.9925 30 0 0.0112547
si2_b06_m800.04 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.07 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.02 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.00 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.03 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.05 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.09 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.01 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.08 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si2_b06_m800.06 3 0 160 474 0 5.925 6 0 0.0372642 0 800 2400 0 6 6 1 0.00750939
si6_m4D_m256.03 5 0 153 398 0 5.20261 8 0 0.0342277 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.08 5 0 153 406 0 5.30719 8 0 0.0349157 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.07 5 0 153 398 0 5.20261 8 0 0.0342277 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.00 5 0 153 394 0 5.15033 8 0 0.0338837 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.01 5 0 153 395 0 5.1634 8 0 0.0339697 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.05 5 0 153 402 0 5.2549 8 0 0.0345717 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.09 5 0 153 296 0 3.86928 8 0 0.0254558 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.04 5 0 153 397 0 5.18954 8 0 0.0341417 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.02 5 0 153 402 0 5.2549 8 0 0.0345717 0 256 672 0 5.25 8 0 0.0205882
si6_m4D_m256.06 5 0 153 393 0 5.13725 8 0 0.0337977 0 256 672 0 5.25 8 0 0.0205882
si2_b06m_m800.07 4 0 160 283 0 3.5375 19 0 0.0222484 0 800 2398 0 5.995 28 0 0.00750313
si2_b06m_m800.02 4 0 160 298 0 3.725 16 0 0.0234277 0 800 2397 0 5.9925 24 0 0.0075
si2_b06m_m800.03 4 0 160 299 0 3.7375 17 0 0.0235063 0 800 2398 0 5.995 26 0 0.00750313
si2_b06m_m800.01 4 0 160 306 0 3.825 26 0 0.0240566 0 800 2396 0 5.99 26 0 0.00749687
si2_b06m_m800.08 4 0 160 291 0 3.6375 26 0 0.0228774 0 800 2396 0 5.99 26 0 0.00749687
si2_b06m_m800.04 4 0 160 294 0 3.675 22 0 0.0231132 0 800 2397 0 5.9925 22 0 0.0075
si2_b06m_m800.06 4 0 160 318 0 3.975 18 0 0.025 0 800 2397 0 5.9925 20 0 0.0075
si2_b06m_m800.09 4 0 160 304 0 3.8 22 0 0.0238994 0 800 2397 0 5.9925 22 0 0.0075
si2_b06m_m800.05 4 0 160 296 0 3.7 21 0 0.0232704 0 800 2396 0 5.99 23 0 0.00749687
si2_b06m_m800.00 4 0 160 316 0 3.95 22 0 0.0248428 0 800 2398 0 5.995 25 0 0.00750313
si4_b06m_m200.00 4 0 80 168 0 4.2 14 0 0.0531646 0 200 596 0 5.96 14 0 0.0299497
si4_b06m_m200.08 4 0 80 168 0 4.2 12 0 0.0531646 0 200 599 0 5.99 14 0 0.0301005
si4_b06m_m200.05 4 0 80 181 0 4.525 14 0 0.0572785 0 200 599 0 5.99 14 0 0.0301005
si4_b06m_m200.09 4 0 80 173 0 4.325 14 0 0.0547468 0 200 600 0 6 22 0 0.0301508
si4_b06m_m200.01 4 0 80 180 0 4.5 14 0 0.056962 0 200 598 0 5.98 15 0 0.0300503
si4_b06m_m200.07 4 0 80 171 0 4.275 15 0 0.0541139 0 200 597 0 5.97 15 0 0.03
si4_b06m_m200.02 4 0 80 172 0 4.3 15 0 0.0544304 0 200 599 0 5.99 15 0 0.0301005
si4_b06m_m200.04 4 0 80 174 0 4.35 13 0 0.0550633 0 200 600 0 6 14 0 0.0301508
si4_b06m_m200.06 4 0 80 172 0 4.3 15 0 0.0544304 0 200 598 0 5.98 15 0 0.0300503
si4_b06m_m200.03 4 0 80 160 0 4 16 0 0.0506329 0 200 598 0 5.98 16 0 0.0300503
si6_r001_m400.09 7 0 240 623 0 5.19167 13 0 0.0217225 0 400 1634 0 8.17 17 0 0.0204762
si6_r001_m400.05 7 0 240 618 0 5.15 11 0 0.0215481 0 400 1639 0 8.195 17 0 0.0205388
si6_r001_m400.00 7 0 240 664 0 5.53333 12 0 0.023152 0 400 1633 0 8.165 17 0 0.0204637
si6_r001_m400.04 7 0 240 606 0 5.05 13 0 0.0211297 0 400 1638 0 8.19 19 0 0.0205263
si6_r001_m400.07 7 0 240 644 0 5.36667 13 0 0.0224547 0 400 1639 0 8.195 19 0 0.0205388
si6_r001_m400.06 7 0 240 638 0 5.31667 13 0 0.0222455 0 400 1633 0 8.165 19 0 0.0204637
si6_r001_m400.02 7 0 240 634 0 5.28333 12 0 0.022106 0 400 1638 0 8.19 19 0 0.0205263
si6_r001_m400.03 7 0 240 617 0 5.14167 13 0 0.0215132 0 400 1633 0 8.165 17 0 0.0204637
si6_r001_m400.08 7 0 240 581 0 4.84167 12 0 0.020258 0 400 1644 0 8.22 18 0 0.0206015
si6_r001_m400.01 7 0 240 660 0 5.5 13 0 0.0230126 0 400 1643 0 8.215 18 0 0.020589
si6_m4D_m625.00 5 0 375 1100 0 5.86667 8 0 0.0156863 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.07 5 0 375 645 0 3.44 8 0 0.00919786 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.05 5 0 375 680 0 3.62667 8 0 0.00969697 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.08 5 0 375 1100 0 5.86667 8 0 0.0156863 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.02 5 0 375 1100 0 5.86667 8 0 0.0156863 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.03 5 0 375 665 0 3.54667 7 0 0.00948307 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.04 5 0 375 1100 0 5.86667 8 0 0.0156863 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.09 5 0 375 687 0 3.664 8 0 0.00979679 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.01 5 0 375 1100 0 5.86667 8 0 0.0156863 0 625 1700 0 5.44 8 0 0.00871795
si6_m4D_m625.06 5 0 375 715 0 3.81333 8 0 0.0101961 0 625 1700 0 5.44 8 0 0.00871795
si6_b09m_m800.02 4 0 480 1683 0 7.0125 26 0 0.0146399 0 800 3596 0 8.99 26 0 0.0112516
si6_b09m_m800.09 4 0 480 1669 0 6.95417 25 0 0.0145181 0 800 3595 0 8.9875 28 0 0.0112484
si6_b09m_m800.04 4 0 480 1735 0 7.22917 24 0 0.0150922 0 800 3596 0 8.99 26 0 0.0112516
si6_b09m_m800.07 4 0 480 1660 0 6.91667 29 0 0.0144398 0 800 3593 0 8.9825 29 0 0.0112422
si6_b09m_m800.00 4 0 480 1690 0 7.04167 26 0 0.0147008 0 800 3598 0 8.995 26 0 0.0112578
si6_b09m_m800.05 4 0 480 1652 0 6.88333 30 0 0.0143702 0 800 3591 0 8.9775 30 0 0.0112359
si6_b09m_m800.03 4 0 480 1733 0 7.22083 28 0 0.0150748 0 800 3593 0 8.9825 28 0 0.0112422
si6_b09m_m800.01 4 0 480 1714 0 7.14167 22 0 0.0149095 0 800 3597 0 8.9925 29 0 0.0112547
si6_b09m_m800.06 4 0 480 1723 0 7.17917 24 0 0.0149878 0 800 3596 0 8.99 24 0 0.0112516
si6_b09m_m800.08 4 0 480 1656 0 6.9 24 0 0.014405 0 800 3590 0 8.975 24 0 0.0112328
si4_m4Dr6_m1296.01 6 0 518 1111 0 4.28958 12 0 0.00829705 2 1296 4374 0 6.75 13 0 0.00521236
si4_m4Dr6_m1296.07 6 0 518 1103 0 4.25869 10 0 0.00823731 2 1296 4377 0 6.75463 13 0 0.00521593
si4_m4Dr6_m1296.06 6 0 518 1099 0 4.24324 12 0 0.00820743 2 1296 4376 0 6.75309 12 0 0.00521474
si4_m4Dr6_m1296.02 6 0 518 1179 0 4.55212 13 0 0.00880488 2 1296 4374 0 6.75 14 0 0.00521236
si4_m4Dr6_m1296.08 6 0 518 1075 0 4.15058 12 0 0.0080282 2 1296 4373 0 6.74846 12 0 0.00521116
si4_m4Dr6_m1296.03 6 0 518 1214 0 4.68726 10 0 0.00906626 2 1296 4376 0 6.75309 13 0 0.00521474
si4_m4Dr6_m1296.00 6 0 518 1130 0 4.36293 11 0 0.00843894 2 1296 4375 0 6.75154 12 0 0.00521355
si4_m4Dr6_m1296.09 6 0 518 1101 0 4.25097 11 0 0.00822237 2 1296 4375 0 6.75154 13 0 0.00521355
si4_m4Dr6_m1296.05 6 0 518 1155 0 4.45946 11 0 0.00862565 2 1296 4373 0 6.74846 12 0 0.00521116
si4_m4Dr6_m1296.04 6 0 518 1186 0 4.57915 12 0 0.00885716 2 1296 4375 0 6.75154 12 0 0.00521355
si2_b06_m400.09 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.02 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.00 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.03 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.07 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.04 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.05 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.01 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.08 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si2_b06_m400.06 3 0 80 234 0 5.85 6 0 0.0740506 0 400 1200 0 6 6 1 0.0150376
si4_r01_m200.01 7 0 80 614 0 15.35 23 0 0.194304 0 200 3778 0 37.78 57 0 0.189849
si4_r01_m200.08 7 0 80 570 0 14.25 24 0 0.18038 0 200 3789 0 37.89 51 0 0.190402
si4_r01_m200.03 7 0 80 584 0 14.6 22 0 0.18481 0 200 3778 0 37.78 50 0 0.189849
si4_r01_m200.04 7 0 80 588 0 14.7 27 0 0.186076 0 200 3810 0 38.1 52 0 0.191457
si4_r01_m200.07 7 0 80 606 0 15.15 23 0 0.191772 0 200 3773 0 37.73 53 0 0.189598
si4_r01_m200.02 7 0 80 580 0 14.5 22 0 0.183544 0 200 3778 0 37.78 53 0 0.189849
si4_r01_m200.05 7 0 80 632 0 15.8 24 0 0.2 0 200 3781 0 37.81 53 0 0.19
