instance family lad-values-removed lad-values-removed-percent lad-values-removed-min lad-values-removed-max lad-time lad-detected-inconsistent
si4_b03m_m200.08 4 99.500000 61.493750 99.500000 3.500000 0 false
si4_b03m_m200.01 4 99.500000 66.562500 99.500000 3.000000 0 false
si2_b06m_m200.04 4 99.000000 32.712500 99.000000 0.000000 0 false
si2_b06m_m200.03 4 98.000000 38.025000 98.000000 0.000000 0 false
si2_b06m_m200.08 4 94.000000 29.550000 94.000000 0.000000 0 false
si2_b06m_m200.06 4 99.500000 56.500000 99.500000 1.000000 0 false
si2_b06m_m200.05 4 99.500000 67.250000 99.500000 1.000000 0 false
si2_b06m_m200.02 4 99.500000 53.200000 99.500000 0.500000 0 false
si2_b06m_m200.00 4 99.500000 62.487500 99.500000 1.000000 0 false
si2_b06m_m200.01 4 99.000000 33.562500 99.000000 0.000000 0 false
si2_b06m_m200.09 4 97.500000 42.825000 97.500000 0.000000 0 false
si2_b06m_m200.07 4 99.500000 61.362500 99.500000 1.500000 0 false
si6_m4Dr4_m625.05 6 99.839996 52.196693 99.839996 0.640000 3 false
si6_m4Dr4_m625.09 6 99.680000 53.642240 99.680000 0.000000 3 false
si6_m4Dr4_m625.04 6 99.839996 55.831467 99.839996 0.640000 3 false
si6_m4Dr4_m625.00 6 99.839996 43.047253 99.839996 0.160000 3 false
si6_m4Dr4_m625.08 6 99.839996 52.130133 99.839996 0.160000 3 false
si6_m4Dr4_m625.06 6 99.839996 59.671893 99.839996 0.640000 3 false
si6_m4Dr4_m625.01 6 99.360001 47.974827 99.360001 0.320000 3 false
si6_m4Dr4_m625.03 6 97.919998 43.395840 97.919998 0.000000 3 false
si6_m4Dr4_m625.07 6 98.720001 40.500053 98.720001 0.000000 3 false
si6_m4Dr4_m625.02 6 99.839996 55.692800 99.839996 0.320000 4 false
si4_b03_m200.06 3 0 0 0 0 0 false
si4_b03_m200.02 3 0 0 0 0 0 false
si4_b03_m200.07 3 0 0 0 0 0 false
si4_b03_m200.04 3 0 0 0 0 0 false
si4_b03_m200.03 3 0 0 0 0 0 false
si4_b03_m200.05 3 0 0 0 0 0 false
si4_b03_m200.09 3 0 0 0 0 0 false
si4_b03_m200.01 3 0 0 0 0 0 false
si4_b03_m200.00 3 0 0 0 0 0 false
si4_b03_m200.08 3 0 0 0 0 0 false
si2_b03_m400.03 3 0 0 0 0 0 false
si2_b03_m400.06 3 0 0 0 0 0 false
si2_b03_m400.07 3 0 0 0 0 0 false
si2_b03_m400.01 3 0 0 0 0 0 false
si2_b03_m400.05 3 0 0 0 0 0 false
si2_b03_m400.09 3 0 0 0 0 0 false
si2_b03_m400.02 3 0 0 0 0 0 false
si2_b03_m400.00 3 0 0 0 0 0 false
si2_b03_m400.08 3 0 0 0 0 0 false
si2_b03_m400.04 3 0 0 0 0 0 false
si4_b09_m200.02 3 0 0 0 0 0 false
si4_b09_m200.01 3 0 0 0 0 0 false
si4_b09_m200.00 3 0 0 0 0 0 false
si4_b09_m200.09 3 0 0 0 0 0 false
si4_b09_m200.08 3 0 0 0 0 0 false
si4_b09_m200.04 3 0 0 0 0 0 false
si4_b09_m200.06 3 0 0 0 0 0 false
si4_b09_m200.05 3 0 0 0 0 0 false
si4_b09_m200.07 3 0 0 0 0 0 false
si4_b09_m200.03 3 0 0 0 0 0 false
si4_m4Dr4_m256.05 6 99.609375 53.649663 99.609375 0.781250 0 false
si4_m4Dr4_m256.09 6 99.218750 47.514553 99.218750 0.000000 0 false
si4_m4Dr4_m256.01 6 98.437500 34.911152 98.437500 0.000000 0 false
si4_m4Dr4_m256.03 6 96.484375 32.651654 96.484375 0.000000 0 false
si4_m4Dr4_m256.06 6 99.218750 47.579657 99.218750 0.000000 0 false
si4_m4Dr4_m256.07 6 98.437500 46.032475 98.437500 0.390625 0 false
si4_m4Dr4_m256.00 6 99.218750 31.234681 99.218750 0.000000 0 false
si4_m4Dr4_m256.02 6 99.609375 48.560049 99.609375 0.390625 0 false
si4_m4Dr4_m256.08 6 99.609375 37.293199 99.609375 0.390625 0 false
si4_m4Dr4_m256.04 6 97.656250 39.407169 97.656250 0.000000 0 false
si2_m4D_m625.01 5 79.040001 27.916800 79.040001 0.000000 0 false
si2_m4D_m625.00 5 97.120003 63.051520 97.120003 2.560000 0 false
si2_m4D_m625.08 5 79.040001 27.916800 79.040001 0.000000 0 false
si2_m4D_m625.04 5 97.120003 62.022400 97.120003 2.560000 0 false
si2_m4D_m625.09 5 79.040001 27.916800 79.040001 0.000000 0 false
si2_m4D_m625.02 5 97.120003 59.182080 97.120003 2.560000 0 false
si2_m4D_m625.05 5 79.040001 27.916800 79.040001 0.000000 0 false
si2_m4D_m625.06 5 79.040001 27.916800 79.040001 0.000000 0 false
si2_m4D_m625.07 5 79.040001 27.916800 79.040001 0.000000 1 false
si2_m4D_m625.03 5 97.120003 53.460480 97.120003 2.560000 1 false
si4_b09_m800.03 3 0 0 0 0 1 false
si4_b09_m800.02 3 0 0 0 0 0 false
si4_b09_m800.09 3 0 0 0 0 0 false
si4_b09_m800.06 3 0 0 0 0 1 false
si4_b09_m800.04 3 0 0 0 0 0 false
si4_b09_m800.05 3 0 0 0 0 0 false
si4_b09_m800.00 3 0 0 0 0 1 false
si4_b09_m800.01 3 0 0 0 0 1 false
si4_b09_m800.07 3 0 0 0 0 1 false
si4_b09_m800.08 3 0 0 0 0 1 false
si2_m4Dr4_m256.05 6 94.140625 33.953738 94.140625 1.171875 0 false
si2_m4Dr4_m256.02 6 96.875000 42.991728 96.875000 2.343750 0 false
si2_m4Dr4_m256.00 6 94.921875 34.137561 94.921875 0.000000 0 false
si2_m4Dr4_m256.07 6 95.312500 34.934130 95.312500 0.390625 0 false
si2_m4Dr4_m256.03 6 94.531250 26.439951 94.531250 0.000000 0 false
si2_m4Dr4_m256.06 6 96.484375 39.636949 96.484375 1.171875 0 false
si2_m4Dr4_m256.04 6 84.375000 24.448529 84.375000 0.000000 0 false
si2_m4Dr4_m256.09 6 96.875000 36.182598 96.875000 0.000000 0 false
si2_m4Dr4_m256.01 6 94.921875 41.605392 94.921875 0.000000 0 false
si2_m4Dr4_m256.08 6 83.593750 31.724877 83.593750 0.781250 0 false
si6_m4Dr2_m256.04 6 99.609375 54.439849 99.609375 0.390625 0 false
si6_m4Dr2_m256.08 6 99.609375 55.757251 99.609375 0.781250 0 false
si6_m4Dr2_m256.00 6 99.609375 48.547283 99.609375 0.390625 0 false
si6_m4Dr2_m256.07 6 99.609375 58.718852 99.609375 1.171875 0 false
si6_m4Dr2_m256.01 6 99.609375 49.443423 99.609375 0.390625 0 false
si6_m4Dr2_m256.09 6 98.828125 51.266340 98.828125 1.171875 0 false
si6_m4Dr2_m256.03 6 99.609375 52.923305 99.609375 0.781250 0 false
si6_m4Dr2_m256.05 6 99.609375 48.345588 99.609375 0.390625 0 false
si6_m4Dr2_m256.02 6 99.609375 44.607843 99.609375 0.000000 0 false
si6_m4Dr2_m256.06 6 97.265625 51.199959 97.265625 0.000000 0 false
si6_b06_m800.00 3 0 0 0 0 0 false
si6_b06_m800.05 3 0 0 0 0 1 false
si6_b06_m800.02 3 0 0 0 0 0 false
si6_b06_m800.07 3 0 0 0 0 0 false
si6_b06_m800.08 3 0 0 0 0 1 false
si6_b06_m800.09 3 0 0 0 0 0 false
si6_b06_m800.06 3 0 0 0 0 1 false
si6_b06_m800.01 3 0 0 0 0 0 false
si6_b06_m800.04 3 0 0 0 0 1 false
si6_b06_m800.03 3 0 0 0 0 0 false
si4_b09m_m800.06 4 99.875000 32.191016 99.875000 0.375000 8 false
si4_b09m_m800.01 4 99.875000 42.936719 99.875000 0.375000 6 false
si4_b09m_m800.02 4 99.875000 34.358984 99.875000 0.750000 7 false
si4_b09m_m800.08 4 99.875000 37.377734 99.875000 0.250000 8 false
si4_b09m_m800.04 4 99.875000 34.580859 99.875000 0.125000 6 false
si4_b09m_m800.03 4 99.875000 33.522656 99.875000 0.250000 7 false
si4_b09m_m800.09 4 99.875000 35.969531 99.875000 0.125000 8 false
si4_b09m_m800.05 4 99.875000 38.176563 99.875000 0.500000 7 false
si4_b09m_m800.00 4 99.875000 38.559375 99.875000 0.250000 7 false
si4_b09m_m800.07 4 99.875000 34.185156 99.875000 0.250000 8 false
si2_b06_m800.04 3 0 0 0 0 0 false
si2_b06_m800.07 3 0 0 0 0 1 false
si2_b06_m800.02 3 0 0 0 0 0 false
si2_b06_m800.00 3 0 0 0 0 0 false
si2_b06_m800.03 3 0 0 0 0 0 false
si2_b06_m800.05 3 0 0 0 0 1 false
si2_b06_m800.09 3 0 0 0 0 0 false
si2_b06_m800.01 3 0 0 0 0 0 false
si2_b06_m800.08 3 0 0 0 0 0 false
si2_b06_m800.06 3 0 0 0 0 0 false
si6_m4D_m256.03 5 98.437500 60.089869 98.437500 3.125000 0 false
si6_m4D_m256.08 5 98.437500 63.705065 98.437500 3.125000 0 false
si6_m4D_m256.07 5 98.437500 59.885621 98.437500 3.125000 0 false
si6_m4D_m256.00 5 98.437500 61.887255 98.437500 3.125000 0 false
si6_m4D_m256.01 5 98.437500 59.477124 98.437500 3.125000 0 false
si6_m4D_m256.05 5 98.437500 61.162173 98.437500 3.125000 0 false
si6_m4D_m256.09 5 98.437500 26.572712 98.437500 0.000000 0 false
si6_m4D_m256.04 5 98.437500 60.386029 98.437500 3.125000 0 false
si6_m4D_m256.02 5 98.437500 62.091503 98.437500 3.125000 0 false
si6_m4D_m256.06 5 98.437500 59.497549 98.437500 3.125000 0 false
si2_b06m_m800.07 4 99.875000 33.753906 99.875000 0.125000 4 false
si2_b06m_m800.02 4 99.625000 37.070312 99.625000 0.000000 3 false
si2_b06m_m800.03 4 99.750000 36.661719 99.750000 0.000000 3 false
si2_b06m_m800.01 4 99.875000 44.726562 99.875000 0.375000 3 false
si2_b06m_m800.08 4 99.875000 38.937500 99.875000 0.250000 3 false
si2_b06m_m800.04 4 99.875000 43.386719 99.875000 0.625000 3 false
si2_b06m_m800.06 4 99.500000 40.139063 99.500000 0.000000 3 false
si2_b06m_m800.09 4 99.875000 46.593750 99.875000 0.500000 3 false
si2_b06m_m800.05 4 99.875000 37.569531 99.875000 0.250000 3 false
si2_b06m_m800.00 4 99.500000 38.051563 99.500000 0.000000 3 false
si4_b06m_m200.00 4 99.500000 44.550000 99.500000 1.000000 0 false
si4_b06m_m200.08 4 99.000000 46.825000 99.000000 0.000000 0 false
si4_b06m_m200.05 4 99.000000 42.037500 99.000000 0.000000 0 false
si4_b06m_m200.09 4 99.500000 43.806250 99.500000 1.000000 0 false
si4_b06m_m200.01 4 99.500000 29.443750 99.500000 0.500000 0 false
si4_b06m_m200.07 4 99.500000 46.887500 99.500000 2.500000 0 false
si4_b06m_m200.02 4 99.500000 52.662500 99.500000 1.500000 0 false
si4_b06m_m200.04 4 99.000000 41.550000 99.000000 0.000000 0 false
si4_b06m_m200.06 4 99.000000 47.956250 99.000000 0.000000 0 false
si4_b06m_m200.03 4 99.500000 38.593750 99.500000 2.000000 0 false
si6_r001_m400.09 7 92.250000 20.680208 92.250000 0.000000 1 false
si6_r001_m400.05 7 81.500000 18.857292 81.500000 0.000000 1 false
si6_r001_m400.00 7 86.250000 24.357292 86.250000 0.000000 1 false
si6_r001_m400.04 7 92.500000 18.085417 92.500000 0.000000 2 false
si6_r001_m400.07 7 93.750000 23.016667 93.750000 0.000000 1 false
si6_r001_m400.06 7 93.500000 22.059375 93.500000 0.000000 2 false
si6_r001_m400.02 7 90.500000 22.072917 90.500000 0.000000 2 false
si6_r001_m400.03 7 91.000000 20.393750 91.000000 0.000000 1 false
si6_r001_m400.08 7 89.500000 14.438542 89.500000 0.000000 1 false
si6_r001_m400.01 7 92.500000 23.044792 92.500000 0.000000 1 false
si6_m4D_m625.00 5 99.680000 65.729707 99.680000 2.560000 1 false
si6_m4D_m625.07 5 97.120003 22.669653 97.120003 0.000000 3 false
si6_m4D_m625.05 5 97.120003 24.299093 97.120003 0.000000 3 false
si6_m4D_m625.08 5 99.680000 65.729707 99.680000 2.560000 2 false
si6_m4D_m625.02 5 99.680000 65.729707 99.680000 2.560000 2 false
si6_m4D_m625.03 5 81.760002 20.713813 81.760002 0.000000 3 false
si6_m4D_m625.04 5 99.680000 65.729707 99.680000 2.560000 2 false
si6_m4D_m625.09 5 97.120003 24.298240 97.120003 0.000000 4 false
si6_m4D_m625.01 5 99.680000 65.729707 99.680000 2.560000 3 false
si6_m4D_m625.06 5 97.120003 32.034133 97.120003 0.000000 2 false
si6_b09m_m800.02 4 99.875000 48.142969 99.875000 1.125000 9 false
si6_b09m_m800.09 4 99.875000 47.095573 99.875000 0.750000 11 false
si6_b09m_m800.04 4 99.875000 51.272135 99.875000 0.250000 9 false
si6_b09m_m800.07 4 99.875000 45.001562 99.875000 0.500000 10 false
si6_b09m_m800.00 4 99.875000 54.839323 99.875000 1.375000 8 false
si6_b09m_m800.05 4 99.875000 54.742188 99.875000 1.375000 11 false
si6_b09m_m800.03 4 99.875000 53.110677 99.875000 0.125000 10 false
si6_b09m_m800.01 4 99.875000 48.366927 99.875000 0.375000 11 false
si6_b09m_m800.06 4 99.875000 50.528125 99.875000 0.250000 9 false
si6_b09m_m800.08 4 99.875000 49.855469 99.875000 0.625000 8 false
si4_m4Dr6_m1296.01 6 99.922836 36.613548 99.922836 0.077160 12 false
si4_m4Dr6_m1296.07 6 99.537041 37.369512 99.537041 0.000000 12 false
si4_m4Dr6_m1296.06 6 99.768517 39.001353 99.768517 0.000000 9 false
si4_m4Dr6_m1296.02 6 99.922836 44.502240 99.922836 0.231481 13 false
si4_m4Dr6_m1296.08 6 99.845680 38.519770 99.845680 0.077160 11 false
si4_m4Dr6_m1296.03 6 99.845680 45.329854 99.845680 0.000000 11 false
si4_m4Dr6_m1296.00 6 98.688271 33.683088 98.688271 0.000000 12 false
si4_m4Dr6_m1296.09 6 99.845680 38.190720 99.845680 0.000000 12 false
si4_m4Dr6_m1296.05 6 99.768517 42.636535 99.768517 0.000000 10 false
si4_m4Dr6_m1296.04 6 99.922836 41.966073 99.922836 0.154321 12 false
si2_b06_m400.09 3 0 0 0 0 0 false
si2_b06_m400.02 3 0 0 0 0 0 false
si2_b06_m400.00 3 0 0 0 0 0 false
si2_b06_m400.03 3 0 0 0 0 0 false
si2_b06_m400.07 3 0 0 0 0 0 false
si2_b06_m400.04 3 0 0 0 0 0 false
si2_b06_m400.05 3 0 0 0 0 0 false
si2_b06_m400.01 3 0 0 0 0 0 false
si2_b06_m400.08 3 0 0 0 0 0 false
si2_b06_m400.06 3 0 0 0 0 0 false
si4_r01_m200.01 7 0.500000 0.006250 0.500000 0.000000 0 false
si4_r01_m200.08 7 1.500000 0.025000 1.500000 0.000000 1 false
si4_r01_m200.03 7 0.500000 0.018750 0.500000 0.000000 0 false
si4_r01_m200.04 7 2.500000 0.031250 2.500000 0.000000 0 false
si4_r01_m200.07 7 0 0 0 0 0 false
si4_r01_m200.02 7 0 0 0 0 0 false
si4_r01_m200.05 7 0 0 0 0 0 false
si4_r01_m200.06 7 2.000000 0.037500 2.000000 0.000000 1 false
si4_r01_m200.00 7 0 0 0 0 0 false
si4_r01_m200.09 7 0 0 0 0 0 false
si2_r001_m400.06 7 19.000000 2.200000 19.000000 0.000000 1 false
si2_r001_m400.08 7 29.000000 3.303125 29.000000 0.000000 1 false
si2_r001_m400.09 7 27.750000 3.462500 27.750000 0.000000 0 false
si2_r001_m400.01 7 41.000000 3.987500 41.000000 0.000000 0 false
si2_r001_m400.03 7 58.750000 4.678125 58.750000 0.000000 0 false
si2_r001_m400.04 7 28.500000 1.790625 28.500000 0.000000 0 false
si2_r001_m400.05 7 29.250000 2.884375 29.250000 0.000000 0 false
si2_r001_m400.02 7 93.750000 9.103125 93.750000 0.000000 0 false
si2_r001_m400.00 7 70.250000 4.937500 70.250000 0.000000 0 false
si2_r001_m400.07 7 69.250000 3.850000 69.250000 0.000000 0 false
si4_b03m_m800.03 4 99.875000 56.019531 99.875000 1.000000 6 false
si4_b03m_m800.05 4 99.875000 55.755469 99.875000 0.875000 4 false
si4_b03m_m800.06 4 99.875000 59.730469 99.875000 0.750000 4 false
si4_b03m_m800.01 4 99.875000 60.144141 99.875000 0.750000 4 false
si4_b03m_m800.08 4 99.875000 58.753516 99.875000 1.500000 4 false
si4_b03m_m800.09 4 99.875000 58.096484 99.875000 0.875000 4 false
si4_b03m_m800.00 4 99.875000 51.101953 99.875000 0.500000 4 false
si4_b03m_m800.02 4 99.875000 52.560938 99.875000 0.625000 6 false
si4_b03m_m800.07 4 99.875000 56.567188 99.875000 0.375000 4 false
si4_b03m_m800.04 4 99.875000 55.601562 99.875000 0.750000 4 false
si2_r01_m200.03 7 0 0 0 0 0 false
si2_r01_m200.00 7 0 0 0 0 0 false
si2_r01_m200.05 7 0 0 0 0 0 false
si2_r01_m200.01 7 0 0 0 0 0 false
si2_r01_m200.08 7 0 0 0 0 0 false
si2_r01_m200.06 7 0 0 0 0 0 false
si2_r01_m200.09 7 0 0 0 0 0 false
si2_r01_m200.02 7 0 0 0 0 0 false
si2_r01_m200.07 7 0 0 0 0 0 false
si2_r01_m200.04 7 0 0 0 0 0 false
si2_r01_m400.04 7 0 0 0 0 3 false
si2_r01_m400.00 7 0 0 0 0 3 false
si2_r01_m400.07 7 0 0 0 0 2 false
si2_r01_m400.09 7 0 0 0 0 2 false
si2_r01_m400.01 7 0 0 0 0 3 false
si2_r01_m400.03 7 0 0 0 0 2 false
si2_r01_m400.02 7 0 0 0 0 3 false
si2_r01_m400.05 7 0 0 0 0 3 false
si2_r01_m400.06 7 0 0 0 0 3 false
si2_r01_m400.08 7 0 0 0 0 3 false
si4_m4D_m625.09 5 99.680000 65.991040 99.680000 2.560000 1 false
si4_m4D_m625.03 5 98.400002 62.067200 98.400002 2.560000 1 false
si4_m4D_m625.07 5 81.760002 20.844160 81.760002 0.000000 1 false
si4_m4D_m625.02 5 79.040001 14.684160 79.040001 0.000000 2 false
si4_m4D_m625.00 5 99.680000 65.571840 99.680000 2.560000 1 false
si4_m4D_m625.01 5 81.760002 22.716800 81.760002 0.000000 2 false
si4_m4D_m625.04 5 99.680000 69.690880 99.680000 2.560000 0 false
si4_m4D_m625.06 5 99.680000 66.971520 99.680000 2.560000 1 false
si4_m4D_m625.08 5 97.120003 21.630720 97.120003 0.000000 2 false
si4_m4D_m625.05 5 99.680000 65.873280 99.680000 0.000000 1 false
si6_m4Dr6_m256.05 6 99.218750 35.980903 99.218750 0.000000 0 false
si6_m4Dr6_m256.04 6 97.656250 44.679330 97.656250 0.390625 0 false
si6_m4Dr6_m256.03 6 99.218750 52.951389 99.218750 0.000000 0 false
si6_m4Dr6_m256.02 6 99.609375 48.937908 99.609375 0.781250 0 false
si6_m4Dr6_m256.08 6 99.609375 49.476614 99.609375 0.781250 0 false
si6_m4Dr6_m256.00 6 97.656250 40.093954 97.656250 0.000000 0 false
si6_m4Dr6_m256.09 6 99.609375 46.282680 99.609375 0.390625 0 false
si6_m4Dr6_m256.07 6 99.609375 50.028084 99.609375 0.390625 0 false
si6_m4Dr6_m256.06 6 99.218750 50.694444 99.218750 0.000000 0 false
si6_m4Dr6_m256.01 6 99.609375 56.004902 99.609375 1.171875 0 false
si6_b09_m400.07 3 0 0 0 0 0 false
si6_b09_m400.03 3 0 0 0 0 0 false
si6_b09_m400.04 3 0 0 0 0 0 false
si6_b09_m400.06 3 0 0 0 0 0 false
si6_b09_m400.05 3 0 0 0 0 0 false
si6_b09_m400.09 3 0 0 0 0 0 false
si6_b09_m400.02 3 0 0 0 0 0 false
si6_b09_m400.01 3 0 0 0 0 0 false
si6_b09_m400.08 3 0 0 0 0 0 false
si6_b09_m400.00 3 0 0 0 0 0 false
si6_b06_m400.03 3 0 0 0 0 0 false
si6_b06_m400.08 3 0 0 0 0 0 false
si6_b06_m400.07 3 0 0 0 0 0 false
si6_b06_m400.04 3 0 0 0 0 0 false
si6_b06_m400.05 3 0 0 0 0 0 false
si6_b06_m400.06 3 0 0 0 0 0 false
si6_b06_m400.02 3 0 0 0 0 0 false
si6_b06_m400.01 3 0 0 0 0 0 false
si6_b06_m400.00 3 0 0 0 0 0 false
si6_b06_m400.09 3 0 0 0 0 0 false
si6_b03m_m200.04 4 99.500000 53.862500 99.500000 0.500000 0 false
si6_b03m_m200.07 4 99.500000 58.904167 99.500000 1.500000 0 false
si6_b03m_m200.08 4 99.500000 55.850000 99.500000 2.500000 0 false
si6_b03m_m200.02 4 99.500000 61.920833 99.500000 4.500000 0 false
si6_b03m_m200.03 4 99.500000 55.416667 99.500000 4.000000 0 false
si6_b03m_m200.06 4 99.500000 53.720833 99.500000 2.500000 0 false
si6_b03m_m200.01 4 99.500000 54.708333 99.500000 2.500000 0 false
si6_b03m_m200.09 4 99.500000 55.816667 99.500000 4.000000 0 false
si6_b03m_m200.00 4 99.500000 46.341667 99.500000 1.000000 0 false
si6_b03m_m200.05 4 99.500000 57.945833 99.500000 1.000000 0 false
si4_b06_m800.04 3 0 0 0 0 0 false
si4_b06_m800.00 3 0 0 0 0 0 false
si4_b06_m800.08 3 0 0 0 0 1 false
si4_b06_m800.05 3 0 0 0 0 1 false
si4_b06_m800.03 3 0 0 0 0 0 false
si4_b06_m800.06 3 0 0 0 0 0 false
si4_b06_m800.07 3 0 0 0 0 0 false
si4_b06_m800.01 3 0 0 0 0 0 false
si4_b06_m800.02 3 0 0 0 0 0 false
si4_b06_m800.09 3 0 0 0 0 0 false
si6_b09m_m200.07 4 99.500000 49.262500 99.500000 1.000000 0 false
si6_b09m_m200.06 4 99.500000 37.608333 99.500000 0.500000 0 false
si6_b09m_m200.01 4 99.500000 39.304167 99.500000 2.000000 0 false
si6_b09m_m200.08 4 99.000000 31.341667 99.000000 0.000000 0 false
si6_b09m_m200.00 4 99.500000 48.400000 99.500000 3.000000 0 false
si6_b09m_m200.09 4 99.500000 41.829167 99.500000 1.000000 0 false
si6_b09m_m200.02 4 99.500000 53.625000 99.500000 1.000000 0 false
si6_b09m_m200.05 4 99.500000 41.554167 99.500000 0.500000 0 false
si6_b09m_m200.03 4 99.500000 47.254167 99.500000 1.500000 0 false
si6_b09m_m200.04 4 99.500000 44.470833 99.500000 1.000000 0 false
si4_b09m_m400.07 4 99.750000 31.967188 99.750000 0.250000 1 false
si4_b09m_m400.06 4 99.750000 42.901562 99.750000 2.000000 0 false
si4_b09m_m400.00 4 99.750000 34.332813 99.750000 0.250000 1 false
si4_b09m_m400.08 4 99.500000 29.609375 99.500000 0.000000 1 false
si4_b09m_m400.04 4 99.500000 26.212500 99.500000 0.000000 1 false
si4_b09m_m400.09 4 99.750000 32.625000 99.750000 0.500000 1 false
si4_b09m_m400.02 4 99.750000 50.996875 99.750000 0.500000 0 false
si4_b09m_m400.03 4 99.750000 37.293750 99.750000 0.250000 1 false
si4_b09m_m400.01 4 99.250000 40.110937 99.250000 0.000000 1 false
si4_b09m_m400.05 4 99.750000 36.420313 99.750000 0.750000 1 false
si6_m4Dr4_m1296.03 6 99.922836 49.206449 99.922836 0.231481 16 false
si6_m4Dr4_m1296.06 6 99.845680 47.553307 99.845680 0.154321 15 false
si6_m4Dr4_m1296.04 6 99.922836 47.888365 99.922836 0.540123 16 false
si6_m4Dr4_m1296.01 6 99.922836 51.118579 99.922836 0.154321 16 false
si6_m4Dr4_m1296.09 6 99.922836 52.789595 99.922836 0.308642 16 false
si6_m4Dr4_m1296.02 6 99.922836 43.635501 99.922836 0.077160 16 false
si6_m4Dr4_m1296.08 6 99.922836 51.460091 99.922836 0.077160 16 false
si6_m4Dr4_m1296.05 6 99.845680 44.353878 99.845680 0.000000 17 false
si6_m4Dr4_m1296.07 6 99.768517 44.502439 99.768517 0.000000 15 false
si6_m4Dr4_m1296.00 6 99.922836 53.609363 99.922836 0.308642 17 false
si6_b06_m200.09 3 0 0 0 0 0 false
si6_b06_m200.03 3 0 0 0 0 0 false
si6_b06_m200.05 3 0 0 0 0 0 false
si6_b06_m200.00 3 0 0 0 0 0 false
si6_b06_m200.08 3 0 0 0 0 0 false
si6_b06_m200.02 3 0 0 0 0 0 false
si6_b06_m200.06 3 0 0 0 0 0 false
si6_b06_m200.04 3 0 0 0 0 0 false
si6_b06_m200.01 3 0 0 0 0 0 false
si6_b06_m200.07 3 0 0 0 0 0 false
si4_m4Dr6_m625.02 6 99.680000 42.333440 99.680000 0.000000 2 false
si4_m4Dr6_m625.06 6 97.120003 39.098240 97.120003 0.480000 3 false
si4_m4Dr6_m625.03 6 99.360001 43.096960 99.360001 0.000000 2 false
si4_m4Dr6_m625.07 6 99.519997 30.241920 99.519997 0.000000 2 false
si4_m4Dr6_m625.08 6 99.839996 40.527360 99.839996 0.320000 2 false
si4_m4Dr6_m625.09 6 99.839996 37.404160 99.839996 0.320000 2 false
si4_m4Dr6_m625.00 6 99.839996 44.352640 99.839996 0.320000 2 false
si4_m4Dr6_m625.01 6 99.199997 38.144640 99.199997 0.000000 2 false
si4_m4Dr6_m625.05 6 99.360001 45.848320 99.360001 0.000000 2 false
si4_m4Dr6_m625.04 6 99.680000 37.949440 99.680000 0.000000 2 false
si6_b06m_m200.09 4 99.500000 54.354167 99.500000 1.500000 0 false
si6_b06m_m200.02 4 99.500000 52.537500 99.500000 1.000000 0 false
si6_b06m_m200.05 4 99.500000 62.583333 99.500000 1.000000 0 false
si6_b06m_m200.00 4 99.500000 46.362500 99.500000 1.500000 0 false
si6_b06m_m200.07 4 99.500000 51.250000 99.500000 3.500000 0 false
si6_b06m_m200.04 4 99.500000 55.591667 99.500000 4.000000 0 false
si6_b06m_m200.08 4 99.500000 52.070833 99.500000 3.500000 0 false
si6_b06m_m200.06 4 99.500000 55.566667 99.500000 1.000000 0 false
si6_b06m_m200.03 4 99.500000 55.566667 99.500000 5.000000 0 false
si6_b06m_m200.01 4 99.500000 54.216667 99.500000 1.500000 0 false
si6_m4Dr4_m256.05 6 97.656250 48.018791 97.656250 0.000000 0 false
si6_m4Dr4_m256.03 6 95.703125 44.712520 95.703125 0.000000 0 false
si6_m4Dr4_m256.02 6 99.609375 44.490400 99.609375 0.781250 0 false
si6_m4Dr4_m256.01 6 99.609375 55.560662 99.609375 0.390625 0 false
si6_m4Dr4_m256.08 6 96.875000 33.399714 96.875000 0.000000 0 false
si6_m4Dr4_m256.09 6 96.093750 39.808007 96.093750 0.000000 0 false
si6_m4Dr4_m256.07 6 98.828125 43.632557 98.828125 0.000000 0 false
si6_m4Dr4_m256.06 6 97.656250 50.102124 97.656250 0.000000 0 false
si6_m4Dr4_m256.04 6 99.609375 53.569240 99.609375 0.781250 0 false
si6_m4Dr4_m256.00 6 96.875000 42.966197 96.875000 0.000000 0 false
si4_r001_m600.01 7 84.666664 4.198611 84.666664 0.000000 5 false
si4_r001_m600.08 7 43.166668 3.989583 43.166668 0.000000 4 false
si4_r001_m600.02 7 43.666668 4.463889 43.666668 0.000000 4 false
si4_r001_m600.07 7 68.500000 3.622917 68.500000 0.000000 4 false
si4_r001_m600.05 7 74.500000 4.613194 74.500000 0.000000 3 false
si4_r001_m600.06 7 42.666668 4.306944 42.666668 0.000000 3 false
si4_r001_m600.00 7 57.000000 4.818056 57.000000 0.000000 4 false
si4_r001_m600.04 7 55.833332 3.315972 55.833332 0.000000 5 false
si4_r001_m600.09 7 56.166668 3.836806 56.166668 0.000000 4 false
si4_r001_m600.03 7 57.500000 3.772917 57.500000 0.000000 4 false
si2_b09m_m200.08 4 98.500000 47.537500 98.500000 1.000000 0 false
si2_b09m_m200.06 4 99.500000 50.175000 99.500000 1.000000 0 false
si2_b09m_m200.03 4 97.500000 46.687500 97.500000 23.000000 0 false
si2_b09m_m200.09 4 99.000000 59.962500 99.000000 0.000000 0 false
