@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap.pattern.vertices numeric
@attribute cheap.pattern.edges numeric
@attribute cheap.pattern.loops numeric
@attribute cheap.pattern.meandeg numeric
@attribute cheap.pattern.maxdeg numeric
@attribute cheap.pattern.degisfixed numeric
@attribute cheap.pattern.density numeric
@attribute cheap.target.vertices numeric
@attribute cheap.target.edges numeric
@attribute cheap.target.loops numeric
@attribute cheap.target.meandeg numeric
@attribute cheap.target.maxdeg numeric
@attribute cheap.target.degisfixed numeric
@attribute cheap.target.density numeric
@attribute distance.pattern.isconnected numeric
@attribute distance.pattern.meandistance numeric
@attribute distance.pattern.maxdistance numeric
@attribute distance.pattern.proportiondistancege2 numeric
@attribute distance.pattern.proportiondistancege3 numeric
@attribute distance.pattern.proportiondistancege4 numeric
@attribute distance.target.isconnected numeric
@attribute distance.target.meandistance numeric
@attribute distance.target.maxdistance numeric
@attribute distance.target.proportiondistancege2 numeric
@attribute distance.target.proportiondistancege3 numeric
@attribute distance.target.proportiondistancege4 numeric
@attribute lad.values.removed numeric
@attribute lad.values.removed.percent numeric
@attribute lad.time numeric

@data
g17-g36,1,64,112,0,3.5,4,0,0.055556,120,321,0,5.35,7,0,0.044958,1,5.33333,14,0.929688,0.834961,0.713867,1,3.56317,8,0.947083,0.794583,0.471389,0,0,0
g17-g37,1,64,112,0,3.5,4,0,0.055556,120,638,0,10.6333,13,0,0.089356,1,5.33333,14,0.929688,0.834961,0.713867,1,2.78389,6,0.903056,0.591667,0.195694,0,0,0
g17-g38,1,64,112,0,3.5,4,0,0.055556,121,210,0,3.47107,28,0,0.028926,1,5.33333,14,0.929688,0.834961,0.713867,0,2.23636,3,0.181682,0.07841,0,5488,70.867769,0
g17-g39,1,64,112,0,3.5,4,0,0.055556,121,320,0,5.28926,6,0,0.044077,1,5.33333,14,0.929688,0.834961,0.713867,1,6.23939,20,0.948023,0.871662,0.772761,400,5.165289,0
g17-g40,1,64,112,0,3.5,4,0,0.055556,121,3600,0,59.5041,65,0,0.495868,1,5.33333,14,0.929688,0.834961,0.713867,1,1.50413,2,0.499966,0,0,0,0,0
g17-g41,1,64,112,0,3.5,4,0,0.055556,128,368,0,5.75,10,0,0.045276,1,5.33333,14,0.929688,0.834961,0.713867,1,4.59941,10,0.947266,0.852539,0.707886,124,1.513672,0
g17-g42,1,64,112,0,3.5,4,0,0.055556,128,508,0,7.9375,10,0,0.0625,1,5.33333,14,0.929688,0.834961,0.713867,1,5.91154,14,0.930176,0.847168,0.741455,112,1.367188,0
g17-g43,1,64,112,0,3.5,4,0,0.055556,128,824,0,12.875,29,0,0.101378,1,5.33333,14,0.929688,0.834961,0.713867,0,3.50165,9,0.60437,0.478394,0.33667,584,7.128906,0
g17-g44,1,64,112,0,3.5,4,0,0.055556,128,892,0,13.9375,31,0,0.109744,1,5.33333,14,0.929688,0.834961,0.713867,0,2.16568,5,0.837158,0.25354,0.011963,924,11.279297,0
g17-g45,1,64,112,0,3.5,4,0,0.055556,128,894,9,13.8984,31,0,0.10999,1,5.33333,14,0.929688,0.834961,0.713867,0,2.17006,5,0.838013,0.256714,0.012085,928,11.328125,0
g17-g46,1,64,112,0,3.5,4,0,0.055556,128,938,0,14.6562,26,0,0.115404,1,5.33333,14,0.929688,0.834961,0.713867,1,2.04491,3,0.877686,0.159058,0,0,0,0
g17-g47,1,64,112,0,3.5,4,0,0.055556,128,939,3,14.6484,26,0,0.115527,1,5.33333,14,0.929688,0.834961,0.713867,1,2.04712,3,0.87793,0.161011,0,0,0,0
g17-g48,1,64,112,0,3.5,4,0,0.055556,128,1000,0,15.625,27,0,0.123031,1,5.33333,14,0.929688,0.834961,0.713867,1,2.00381,3,0.870117,0.125854,0,0,0,0
g17-g49,1,64,112,0,3.5,4,0,0.055556,128,1027,0,16.0469,20,0,0.126353,1,5.33333,14,0.929688,0.834961,0.713867,1,3.52313,8,0.866821,0.679565,0.462036,0,0,0
g17-g50,1,64,112,0,3.5,4,0,0.055556,128,3216,0,50.25,86,0,0.395669,1,5.33333,14,0.929688,0.834961,0.713867,1,1.92384,4,0.599609,0.247192,0.069824,0,0,0
g17-g51,1,64,112,0,3.5,4,0,0.055556,138,493,0,7.14493,71,0,0.052153,1,5.33333,14,0.929688,0.834961,0.713867,1,2.44843,5,0.940979,0.453896,0.038437,3696,41.847826,0
g17-g52,1,64,112,0,3.5,4,0,0.055556,161,356,0,4.42236,40,0,0.02764,1,5.33333,14,0.929688,0.834961,0.713867,0,3.3828,8,0.857992,0.650361,0.44435,5652,54.852484,0
g17-g53,1,64,112,0,3.5,4,0,0.055556,168,836,0,9.95238,14,0,0.059595,1,5.33333,14,0.929688,0.834961,0.713867,1,2.77816,5,0.934807,0.660998,0.170068,0,0,0
g17-g54,1,64,112,0,3.5,4,0,0.055556,256,941,0,7.35156,22,0,0.02883,1,5.33333,14,0.929688,0.834961,0.713867,0,3.11824,6,0.839233,0.653748,0.293427,3896,23.779297,0
g17-g55,1,64,112,0,3.5,4,0,0.055556,256,962,0,7.51562,15,0,0.029473,1,5.33333,14,0.929688,0.834961,0.713867,1,3.16562,6,0.966736,0.788788,0.359772,724,4.418945,0
g17-g56,1,64,112,0,3.5,4,0,0.055556,256,1000,0,7.8125,25,0,0.030637,1,5.33333,14,0.929688,0.834961,0.713867,0,3.07479,6,0.859406,0.6586,0.283356,3500,21.362305,0
g17-g57,1,64,112,0,3.5,4,0,0.055556,280,61,0,0.435714,7,0,0.001562,1,5.33333,14,0.929688,0.834961,0.713867,0,1.21795,2,0.000434,0,0,0,100,0
g17-g58-normed,1,64,112,0,3.5,4,0,0.055556,280,387,1,2.76071,36,0,0.009908,1,5.33333,14,0.929688,0.834961,0.713867,0,3.33644,7,0.340077,0.282015,0.14602,13732,76.629464,0
g17-g59-normed,1,64,112,0,3.5,4,0,0.055556,280,388,1,2.76786,47,0,0.009933,1,5.33333,14,0.929688,0.834961,0.713867,0,3.48577,9,0.406046,0.340434,0.176964,13996,78.102679,0
g17-g60-normed,1,64,112,0,3.5,4,0,0.055556,280,1074,1,7.66786,70,0,0.027496,1,5.33333,14,0.929688,0.834961,0.713867,0,2.90538,6,0.865,0.635281,0.179107,8820,49.21875,0
g17-g61,1,64,112,0,3.5,4,0,0.055556,331,930,0,5.61934,6,0,0.017028,1,5.33333,14,0.929688,0.834961,0.713867,1,9.57583,20,0.980002,0.948294,0.904044,408,1.925982,0
g17-g62,1,64,112,0,3.5,4,0,0.055556,377,962,0,5.10345,103,0,0.013573,1,5.33333,14,0.929688,0.834961,0.713867,1,3.58877,8,0.98381,0.789438,0.529125,12264,50.828912,0.001
g17-g63,1,64,112,0,3.5,4,0,0.055556,400,2860,0,14.3,26,0,0.03584,1,5.33333,14,0.929688,0.834961,0.713867,1,3.46867,7,0.96175,0.7955,0.485625,0,0,0.001
g17-g64,1,64,112,0,3.5,4,0,0.055556,400,9960,0,49.8,165,0,0.124812,1,5.33333,14,0.929688,0.834961,0.713867,1,2.23575,4,0.873,0.334475,0.025188,0,0,0.006
g17-g65,1,64,112,0,3.5,4,0,0.055556,435,2520,0,11.5862,12,0,0.026696,1,5.33333,14,0.929688,0.834961,0.713867,1,2.72983,4,0.971066,0.725961,0.028823,0,0,0
g17-g66-normed,1,64,112,0,3.5,4,0,0.055556,435,2664,144,11.9172,12,0,0.028222,1,5.33333,14,0.929688,0.834961,0.713867,1,2.72983,4,0.971066,0.725961,0.028823,0,0,0
g17-g67,1,64,112,0,3.5,4,0,0.055556,462,1386,0,6,6,1,0.013015,1,5.33333,14,0.929688,0.834961,0.713867,1,4.10195,5,0.984848,0.919913,0.757576,0,0,0
g17-g68,1,64,112,0,3.5,4,0,0.055556,462,6930,0,30,30,1,0.065076,1,5.33333,14,0.929688,0.834961,0.713867,1,2.73319,5,0.9329,0.608225,0.175325,0,0,0.001
g17-g69,1,64,112,0,3.5,4,0,0.055556,500,1479,0,5.916,12,0,0.011856,1,5.33333,14,0.929688,0.834961,0.713867,1,8.2421,16,0.986168,0.959528,0.915912,556,1.7375,0
g17-g70,1,64,112,0,3.5,4,0,0.055556,501,756,0,3.01796,10,0,0.006036,1,5.33333,14,0.929688,0.834961,0.713867,0,10.4096,21,0.929207,0.916905,0.897128,23028,71.818862,0
g17-g71,1,64,112,0,3.5,4,0,0.055556,501,1497,0,5.97605,18,0,0.011952,1,5.33333,14,0.929688,0.834961,0.713867,1,7.14825,13,0.986076,0.958171,0.908729,468,1.459581,0
g17-g72,1,64,112,0,3.5,4,0,0.055556,561,147,0,0.524064,17,0,0.000936,1,5.33333,14,0.929688,0.834961,0.713867,0,3.11838,8,0.012754,0.009609,0.005058,34108,94.997772,0
g17-g73-normed,1,64,112,0,3.5,4,0,0.055556,561,1629,1,5.8057,99,0,0.010371,1,5.33333,14,0.929688,0.834961,0.713867,0,3.32517,9,0.921407,0.793611,0.35005,22768,63.413547,0.002
g17-g74,1,64,112,0,3.5,4,0,0.055556,585,1228,0,4.19829,113,0,0.007189,1,5.33333,14,0.929688,0.834961,0.713867,1,3.55758,4,0.991114,0.816802,0.745293,30484,81.42094,0.001
g17-g75,1,64,112,0,3.5,4,0,0.055556,610,7438,0,24.3869,154,0,0.040044,1,5.33333,14,0.929688,0.834961,0.713867,0,2.58237,7,0.391094,0.220263,0.06057,14308,36.64959,0.005
g17-g76,1,64,112,0,3.5,4,0,0.055556,610,35465,0,116.279,256,0,0.190934,1,5.33333,14,0.929688,0.834961,0.713867,0,2.12389,4,0.749643,0.288019,0.019086,1152,2.95082,0.018
g17-g77,1,64,112,0,3.5,4,0,0.055556,610,82562,0,270.695,360,0,0.444491,1,5.33333,14,0.929688,0.834961,0.713867,1,1.59555,3,0.554598,0.039979,0,0,0,0.034
g17-g78,1,64,112,0,3.5,4,0,0.055556,627,3545,0,11.3078,19,0,0.018064,1,5.33333,14,0.929688,0.834961,0.713867,1,4.8729,19,0.98037,0.898555,0.717637,360,0.897129,0.002
g17-g79,1,64,112,0,3.5,4,0,0.055556,763,1902,0,4.98558,14,0,0.006543,1,5.33333,14,0.929688,0.834961,0.713867,1,5.61555,8,0.992155,0.958017,0.895448,27184,55.668414,0.001
g17-g80,1,64,112,0,3.5,4,0,0.055556,891,318,0,0.713805,6,0,0.000802,1,5.33333,14,0.929688,0.834961,0.713867,0,5.91067,15,0.007039,0.006359,0.005719,0,100,0
g17-g81,1,64,112,0,3.5,4,0,0.055556,1010,5994,0,11.8693,12,0,0.011763,1,5.33333,14,0.929688,0.834961,0.713867,1,3.06555,5,0.987258,0.866376,0.209844,0,0,0.001
g17-g82-normed,1,64,112,0,3.5,4,0,0.055556,1010,5994,0,11.8693,12,0,0.011763,1,5.33333,14,0.929688,0.834961,0.713867,1,3.06555,5,0.987258,0.866376,0.209844,0,0,0.002
g17-g83,1,64,112,0,3.5,4,0,0.055556,1024,5120,0,10,10,1,0.009775,1,5.33333,14,0.929688,0.834961,0.713867,1,5.00489,10,0.989258,0.945312,0.828125,0,0,0.002
g17-g84,1,64,112,0,3.5,4,0,0.055556,1024,61440,0,120,120,1,0.117302,1,5.33333,14,0.929688,0.834961,0.713867,1,2.35582,4,0.881836,0.427734,0.044922,0,0,0.014
g17-g85,1,64,112,0,3.5,4,0,0.055556,1050,1574,0,2.9981,3,0,0.002858,1,5.33333,14,0.929688,0.834961,0.713867,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0.001
g17-g86-normed,1,64,112,0,3.5,4,0,0.055556,1050,1576,2,3,3,1,0.002862,1,5.33333,14,0.929688,0.834961,0.713867,1,8.09967,13,0.996192,0.990485,0.979142,0,100,0
g17-g87,1,64,112,0,3.5,4,0,0.055556,1057,3561,0,6.73794,23,0,0.006381,1,5.33333,14,0.929688,0.834961,0.713867,0,5.16013,12,0.983245,0.939526,0.853035,15664,23.155156,0.002
g17-g88,1,64,112,0,3.5,4,0,0.055556,1057,4028,0,7.62157,22,0,0.007217,1,5.33333,14,0.929688,0.834961,0.713867,0,5.66995,14,0.988064,0.947504,0.864237,10196,15.072138,0.002
g17-g89,1,64,112,0,3.5,4,0,0.055556,1092,2184,0,4,4,1,0.003666,1,5.33333,14,0.929688,0.834961,0.713867,1,5.7791,8,0.995421,0.984432,0.951465,0,0,0.001
g17-g90,1,64,112,0,3.5,4,0,0.055556,1430,5005,0,7,7,1,0.004899,1,5.33333,14,0.929688,0.834961,0.713867,1,6.00551,11,0.994406,0.974825,0.92028,0,0,0.001
g17-g91,1,64,112,0,3.5,4,0,0.055556,1446,3162,0,4.37344,219,0,0.003027,1,5.33333,14,0.929688,0.834961,0.713867,1,6.394,18,0.996284,0.964252,0.883107,28736,31.051176,0.018
g17-g92,1,64,112,0,3.5,4,0,0.055556,1619,3517,0,4.34466,176,0,0.002685,1,5.33333,14,0.929688,0.834961,0.713867,1,6.96525,17,0.996699,0.975941,0.922645,33180,32.022082,0.016
g17-g93-normed,1,64,112,0,3.5,4,0,0.055556,1800,209000,0,232.222,356,0,0.129084,1,5.33333,14,0.929688,0.834961,0.713867,1,2.01206,3,0.870432,0.141062,0,0,0,0.09
g17-g94,1,64,112,0,3.5,4,0,0.055556,1860,5590,0,6.01075,9,0,0.003233,1,5.33333,14,0.929688,0.834961,0.713867,1,7.67313,16,0.996231,0.985283,0.958354,1744,1.465054,0.002
g17-g95,1,64,112,0,3.5,4,0,0.055556,2000,1396,0,1.396,11,0,0.000698,1,5.33333,14,0.929688,0.834961,0.713867,0,13.1693,36,0.068187,0.067156,0.065609,116036,90.653125,0
g17-g96,1,64,112,0,3.5,4,0,0.055556,2000,1657,0,1.657,13,0,0.000829,1,5.33333,14,0.929688,0.834961,0.713867,0,13.4234,41,0.145044,0.143656,0.141219,112660,88.015625,0.001
g17-g97,1,64,112,0,3.5,4,0,0.055556,2000,1685,0,1.685,11,0,0.000843,1,5.33333,14,0.929688,0.834961,0.713867,0,15.947,47,0.160597,0.159242,0.156982,110748,86.521875,0.001
g17-g98,1,64,112,0,3.5,4,0,0.055556,2000,2573,0,2.573,14,0,0.001287,1,5.33333,14,0.929688,0.834961,0.713867,0,12.7987,36,0.351012,0.348286,0.342952,92308,72.115625,0.001
g17-g99,1,64,112,0,3.5,4,0,0.055556,2000,2575,0,2.575,14,0,0.001288,1,5.33333,14,0.929688,0.834961,0.713867,0,12.8334,36,0.350418,0.34769,0.342357,92360,72.15625,0.003
g18-g100,1,64,128,0,4,4,1,0.063492,2016,2000,0,1.98413,2,0,0.000985,1,4.06349,8,0.921875,0.796875,0.609375,0,1.33155,2,0.000488,0,0,0,100,0
g18-g101,1,64,128,0,4,4,1,0.063492,2184,6552,0,6,6,1,0.002749,1,4.06349,8,0.921875,0.796875,0.609375,1,4.83463,7,0.996795,0.983059,0.914377,0,0,0.001
g18-g102,1,64,128,0,4,4,1,0.063492,2184,8736,0,8,8,1,0.003665,1,4.06349,8,0.921875,0.796875,0.609375,1,4.25744,6,0.995879,0.970238,0.820971,0,0,0.002
g18-g103,1,64,128,0,4,4,1,0.063492,2184,13104,0,12,12,1,0.005497,1,4.06349,8,0.921875,0.796875,0.609375,1,3.73065,6,0.994048,0.933608,0.61859,0,0,0.002
g18-g104,1,64,128,0,4,4,1,0.063492,3300,6596,0,3.99758,20,0,0.001212,1,4.06349,8,0.921875,0.796875,0.609375,0,8.83072,28,0.517559,0.513402,0.501871,134208,63.545455,0.006
g18-g105,1,64,128,0,4,4,1,0.063492,3317,6617,0,3.98975,20,0,0.001203,1,4.06349,8,0.921875,0.796875,0.609375,0,8.82651,28,0.51486,0.51073,0.499268,135232,63.70214,0.005
g18-g106,1,64,128,0,4,4,1,0.063492,4493,13619,0,6.06232,25,0,0.00135,1,4.06349,8,0.921875,0.796875,0.609375,1,8.34333,29,0.998428,0.992345,0.971973,129728,45.114623,0.013
g18-g107,1,64,128,0,4,4,1,0.063492,4494,9812,0,4.36671,23,0,0.000972,1,4.06349,8,0.921875,0.796875,0.609375,0,8.56683,25,0.553997,0.550267,0.538928,175552,61.036938,0.01
g18-g108,1,64,128,0,4,4,1,0.063492,4866,10840,0,4.4554,24,0,0.000916,1,4.06349,8,0.921875,0.796875,0.609375,0,8.55453,27,0.579695,0.576075,0.564798,189184,60.748048,0.011
g18-g109,1,64,128,0,4,4,1,0.063492,5040,15120,0,6,6,1,0.001191,1,4.06349,8,0.921875,0.796875,0.609375,1,10.5021,21,0.998611,0.994643,0.984921,0,0,0.005
g18-g110,1,64,128,0,4,4,1,0.063492,5448,36105,0,13.2544,39,0,0.002433,1,4.06349,8,0.921875,0.796875,0.609375,1,5.67628,16,0.997384,0.977723,0.912432,9856,2.826725,0.023
g18-g111,1,64,128,0,4,4,1,0.063492,5757,14135,0,4.91054,25,0,0.000853,1,4.06349,8,0.921875,0.796875,0.609375,0,8.34249,29,0.608189,0.604462,0.592038,209152,56.765677,0.013
g18-g112,1,64,128,0,4,4,1,0.063492,6671,14066,0,4.21706,419,0,0.000632,1,4.06349,8,0.921875,0.796875,0.609375,1,9.66358,26,0.999218,0.990909,0.966094,249024,58.327087,0.118
g18-g19,1,64,128,0,4,4,1,0.063492,64,168,0,5.25,8,0,0.083333,1,4.06349,8,0.921875,0.796875,0.609375,1,2.87897,6,0.902344,0.638672,0.263672,1280,31.25,0
g18-g20,1,64,128,0,4,4,1,0.063492,64,728,0,22.75,27,0,0.361111,1,4.06349,8,0.921875,0.796875,0.609375,1,1.63889,2,0.628906,0,0,0,0,0
g18-g21,1,64,128,0,4,4,1,0.063492,64,1848,0,57.75,61,0,0.916667,1,4.06349,8,0.921875,0.796875,0.609375,1,1.08333,2,0.082031,0,0,0,0,0
g18-g22,1,64,128,0,4,4,1,0.063492,67,224,0,6.68657,11,0,0.101312,1,4.06349,8,0.921875,0.796875,0.609375,1,3.46947,8,0.885275,0.704389,0.438851,448,10.447761,0
g18-g23,1,64,128,0,4,4,1,0.063492,73,283,0,7.75342,52,0,0.107686,1,4.06349,8,0.921875,0.796875,0.609375,0,2.15819,4,0.750235,0.232689,0.009007,1408,30.136986,0
g18-g24,1,64,128,0,4,4,1,0.063492,75,67,0,1.78667,6,0,0.024144,1,4.06349,8,0.921875,0.796875,0.609375,0,3.84794,8,0.114133,0.097422,0.071111,3968,82.666667,0
g18-g25,1,64,128,0,4,4,1,0.063492,75,114,0,3.04,20,0,0.041081,1,4.06349,8,0.921875,0.796875,0.609375,0,1.94488,4,0.094933,0.028444,0.004622,3456,72,0
g18-g26,1,64,128,0,4,4,1,0.063492,80,254,0,6.35,36,0,0.08038,1,4.06349,8,0.921875,0.796875,0.609375,0,2.64115,5,0.835,0.524062,0.133125,2496,48.75,0
g18-g27,1,64,128,0,4,4,1,0.063492,86,400,0,9.30233,81,0,0.109439,1,4.06349,8,0.921875,0.796875,0.609375,1,1.94473,3,0.880206,0.053543,0,1536,27.906977,0
g18-g28,1,64,128,0,4,4,1,0.063492,97,92,0,1.89691,12,0,0.01976,1,4.06349,8,0.921875,0.796875,0.609375,0,4.5982,12,0.523754,0.444893,0.387501,0,100,0
g18-g29,1,64,128,0,4,4,1,0.063492,100,906,0,18.12,31,0,0.18303,1,4.06349,8,0.921875,0.796875,0.609375,1,1.84121,3,0.8088,0.024,0,0,0,0
g18-g30,1,64,128,0,4,4,1,0.063492,100,907,8,18.06,31,0,0.183232,1,4.06349,8,0.921875,0.796875,0.609375,1,1.84424,3,0.8102,0.0256,0,0,0,0
g18-g31,1,64,128,0,4,4,1,0.063492,100,1000,0,20,32,0,0.20202,1,4.06349,8,0.921875,0.796875,0.609375,1,1.81071,3,0.79,0.0126,0,0,0,0
g18-g32,1,64,128,0,4,4,1,0.063492,100,4950,0,99,99,1,1,1,4.06349,8,0.921875,0.796875,0.609375,1,1,1,0,0,0,0,0,0
g18-g33,1,64,128,0,4,4,1,0.063492,101,297,0,5.88119,13,0,0.058812,1,4.06349,8,0.921875,0.796875,0.609375,1,3.7499,7,0.931869,0.799922,0.578963,192,2.970297,0
g18-g34,1,64,128,0,4,4,1,0.063492,120,240,0,4,4,1,0.033613,1,4.06349,8,0.921875,0.796875,0.609375,1,5.04202,10,0.958333,0.883333,0.758333,0,0,0
g18-g35,1,64,128,0,4,4,1,0.063492,120,317,0,5.28333,8,0,0.044398,1,4.06349,8,0.921875,0.796875,0.609375,0,4.12268,9,0.823194,0.737778,0.574444,704,9.166667,0
g18-g36,1,64,128,0,4,4,1,0.063492,120,321,0,5.35,7,0,0.044958,1,4.06349,8,0.921875,0.796875,0.609375,1,3.56317,8,0.947083,0.794583,0.471389,0,0,0
g18-g37,1,64,128,0,4,4,1,0.063492,120,638,0,10.6333,13,0,0.089356,1,4.06349,8,0.921875,0.796875,0.609375,1,2.78389,6,0.903056,0.591667,0.195694,0,0,0
g18-g38,1,64,128,0,4,4,1,0.063492,121,210,0,3.47107,28,0,0.028926,1,4.06349,8,0.921875,0.796875,0.609375,0,2.23636,3,0.181682,0.07841,0,5824,75.206612,0
g18-g39,1,64,128,0,4,4,1,0.063492,121,320,0,5.28926,6,0,0.044077,1,4.06349,8,0.921875,0.796875,0.609375,1,6.23939,20,0.948023,0.871662,0.772761,768,9.917355,0
g18-g40,1,64,128,0,4,4,1,0.063492,121,3600,0,59.5041,65,0,0.495868,1,4.06349,8,0.921875,0.796875,0.609375,1,1.50413,2,0.499966,0,0,0,0,0
g18-g41,1,64,128,0,4,4,1,0.063492,128,368,0,5.75,10,0,0.045276,1,4.06349,8,0.921875,0.796875,0.609375,1,4.59941,10,0.947266,0.852539,0.707886,256,3.125,0
g18-g42,1,64,128,0,4,4,1,0.063492,128,508,0,7.9375,10,0,0.0625,1,4.06349,8,0.921875,0.796875,0.609375,1,5.91154,14,0.930176,0.847168,0.741455,192,2.34375,0
g18-g43,1,64,128,0,4,4,1,0.063492,128,824,0,12.875,29,0,0.101378,1,4.06349,8,0.921875,0.796875,0.609375,0,3.50165,9,0.60437,0.478394,0.33667,960,11.71875,0
g18-g44,1,64,128,0,4,4,1,0.063492,128,892,0,13.9375,31,0,0.109744,1,4.06349,8,0.921875,0.796875,0.609375,0,2.16568,5,0.837158,0.25354,0.011963,1088,13.28125,0
g18-g45,1,64,128,0,4,4,1,0.063492,128,894,9,13.8984,31,0,0.10999,1,4.06349,8,0.921875,0.796875,0.609375,0,2.17006,5,0.838013,0.256714,0.012085,1088,13.28125,0
g18-g46,1,64,128,0,4,4,1,0.063492,128,938,0,14.6562,26,0,0.115404,1,4.06349,8,0.921875,0.796875,0.609375,1,2.04491,3,0.877686,0.159058,0,0,0,0
g18-g47,1,64,128,0,4,4,1,0.063492,128,939,3,14.6484,26,0,0.115527,1,4.06349,8,0.921875,0.796875,0.609375,1,2.04712,3,0.87793,0.161011,0,0,0,0
g18-g48,1,64,128,0,4,4,1,0.063492,128,1000,0,15.625,27,0,0.123031,1,4.06349,8,0.921875,0.796875,0.609375,1,2.00381,3,0.870117,0.125854,0,0,0,0
g18-g49,1,64,128,0,4,4,1,0.063492,128,1027,0,16.0469,20,0,0.126353,1,4.06349,8,0.921875,0.796875,0.609375,1,3.52313,8,0.866821,0.679565,0.462036,0,0,0
g18-g50,1,64,128,0,4,4,1,0.063492,128,3216,0,50.25,86,0,0.395669,1,4.06349,8,0.921875,0.796875,0.609375,1,1.92384,4,0.599609,0.247192,0.069824,0,0,0
g18-g51,1,64,128,0,4,4,1,0.063492,138,493,0,7.14493,71,0,0.052153,1,4.06349,8,0.921875,0.796875,0.609375,1,2.44843,5,0.940979,0.453896,0.038437,4480,50.724638,0
g18-g52,1,64,128,0,4,4,1,0.063492,161,356,0,4.42236,40,0,0.02764,1,4.06349,8,0.921875,0.796875,0.609375,0,3.3828,8,0.857992,0.650361,0.44435,7296,70.807453,0
g18-g53,1,64,128,0,4,4,1,0.063492,168,836,0,9.95238,14,0,0.059595,1,4.06349,8,0.921875,0.796875,0.609375,1,2.77816,5,0.934807,0.660998,0.170068,0,0,0
g18-g54,1,64,128,0,4,4,1,0.063492,256,941,0,7.35156,22,0,0.02883,1,4.06349,8,0.921875,0.796875,0.609375,0,3.11824,6,0.839233,0.653748,0.293427,4608,28.125,0
g18-g55,1,64,128,0,4,4,1,0.063492,256,962,0,7.51562,15,0,0.029473,1,4.06349,8,0.921875,0.796875,0.609375,1,3.16562,6,0.966736,0.788788,0.359772,1152,7.03125,0
g18-g56,1,64,128,0,4,4,1,0.063492,256,1000,0,7.8125,25,0,0.030637,1,4.06349,8,0.921875,0.796875,0.609375,0,3.07479,6,0.859406,0.6586,0.283356,4096,25,0
g18-g57,1,64,128,0,4,4,1,0.063492,280,61,0,0.435714,7,0,0.001562,1,4.06349,8,0.921875,0.796875,0.609375,0,1.21795,2,0.000434,0,0,0,100,0
g18-g58-normed,1,64,128,0,4,4,1,0.063492,280,387,1,2.76071,36,0,0.009908,1,4.06349,8,0.921875,0.796875,0.609375,0,3.33644,7,0.340077,0.282015,0.14602,14208,79.285714,0
g18-g59-normed,1,64,128,0,4,4,1,0.063492,280,388,1,2.76786,47,0,0.009933,1,4.06349,8,0.921875,0.796875,0.609375,0,3.48577,9,0.406046,0.340434,0.176964,14272,79.642857,0
g18-g60-normed,1,64,128,0,4,4,1,0.063492,280,1074,1,7.66786,70,0,0.027496,1,4.06349,8,0.921875,0.796875,0.609375,0,2.90538,6,0.865,0.635281,0.179107,9664,53.928571,0
g18-g61,1,64,128,0,4,4,1,0.063492,331,930,0,5.61934,6,0,0.017028,1,4.06349,8,0.921875,0.796875,0.609375,1,9.57583,20,0.980002,0.948294,0.904044,1152,5.438066,0
g18-g62,1,64,128,0,4,4,1,0.063492,377,962,0,5.10345,103,0,0.013573,1,4.06349,8,0.921875,0.796875,0.609375,1,3.58877,8,0.98381,0.789438,0.529125,14976,62.068966,0.001
g18-g63,1,64,128,0,4,4,1,0.063492,400,2860,0,14.3,26,0,0.03584,1,4.06349,8,0.921875,0.796875,0.609375,1,3.46867,7,0.96175,0.7955,0.485625,0,0,0
g18-g64,1,64,128,0,4,4,1,0.063492,400,9960,0,49.8,165,0,0.124812,1,4.06349,8,0.921875,0.796875,0.609375,1,2.23575,4,0.873,0.334475,0.025188,0,0,0.005
g18-g65,1,64,128,0,4,4,1,0.063492,435,2520,0,11.5862,12,0,0.026696,1,4.06349,8,0.921875,0.796875,0.609375,1,2.72983,4,0.971066,0.725961,0.028823,0,0,0
g18-g66-normed,1,64,128,0,4,4,1,0.063492,435,2664,144,11.9172,12,0,0.028222,1,4.06349,8,0.921875,0.796875,0.609375,1,2.72983,4,0.971066,0.725961,0.028823,0,0,0
g18-g67,1,64,128,0,4,4,1,0.063492,462,1386,0,6,6,1,0.013015,1,4.06349,8,0.921875,0.796875,0.609375,1,4.10195,5,0.984848,0.919913,0.757576,0,0,0
g18-g68,1,64,128,0,4,4,1,0.063492,462,6930,0,30,30,1,0.065076,1,4.06349,8,0.921875,0.796875,0.609375,1,2.73319,5,0.9329,0.608225,0.175325,0,0,0.001
g18-g69,1,64,128,0,4,4,1,0.063492,500,1479,0,5.916,12,0,0.011856,1,4.06349,8,0.921875,0.796875,0.609375,1,8.2421,16,0.986168,0.959528,0.915912,1024,3.2,0
g18-g70,1,64,128,0,4,4,1,0.063492,501,756,0,3.01796,10,0,0.006036,1,4.06349,8,0.921875,0.796875,0.609375,0,10.4096,21,0.929207,0.916905,0.897128,29760,92.814371,0
g18-g71,1,64,128,0,4,4,1,0.063492,501,1497,0,5.97605,18,0,0.011952,1,4.06349,8,0.921875,0.796875,0.609375,1,7.14825,13,0.986076,0.958171,0.908729,832,2.59481,0
g18-g72,1,64,128,0,4,4,1,0.063492,561,147,0,0.524064,17,0,0.000936,1,4.06349,8,0.921875,0.796875,0.609375,0,3.11838,8,0.012754,0.009609,0.005058,34560,96.256684,0
