@relation R_data_frame

@attribute instance_id string
@attribute algorithm string
@attribute time numeric
@attribute repetition numeric
@attribute runstatus {ok,timeout}

@data
phase-30-150-0.54-0.56-0.58-5,lad,?,1,timeout
phase-30-150-0.54-0.56-0.58-6,lad,28258.595,1,ok
phase-30-150-0.54-0.56-0.58-7,lad,?,1,timeout
phase-30-150-0.54-0.56-0.58-8,lad,?,1,timeout
phase-30-150-0.56-0.56-0.60-1,lad,?,1,timeout
phase-30-150-0.56-0.56-0.60-2,lad,?,1,timeout
phase-30-150-0.56-0.56-0.60-3,lad,?,1,timeout
phase-30-150-0.56-0.56-0.60-4,lad,?,1,timeout
phase-30-150-0.56-0.56-0.60-5,lad,?,1,timeout
phase-30-150-0.56-0.56-0.60-6,lad,1251.316,1,ok
phase-30-150-0.56-0.56-0.60-7,lad,?,1,timeout
phase-30-150-0.56-0.56-0.60-8,lad,?,1,timeout
phase-30-150-0.60-0.58-0.62-1,lad,4322.36,1,ok
phase-30-150-0.60-0.58-0.62-2,lad,?,1,timeout
phase-30-150-0.60-0.58-0.62-3,lad,?,1,timeout
phase-30-150-0.60-0.58-0.62-4,lad,303.868,1,ok
phase-30-150-0.60-0.58-0.62-5,lad,?,1,timeout
phase-30-150-0.60-0.58-0.62-6,lad,8893.62,1,ok
phase-30-150-0.60-0.58-0.62-7,lad,?,1,timeout
phase-30-150-0.60-0.58-0.62-8,lad,?,1,timeout
phase-30-150-0.64-0.62-0.64-1,lad,?,1,timeout
phase-30-150-0.64-0.62-0.64-2,lad,?,1,timeout
phase-30-150-0.64-0.62-0.64-3,lad,10500.298,1,ok
phase-30-150-0.64-0.62-0.64-4,lad,178.608,1,ok
phase-30-150-0.64-0.62-0.64-5,lad,?,1,timeout
phase-30-150-0.64-0.62-0.64-6,lad,?,1,timeout
phase-30-150-0.64-0.62-0.64-7,lad,?,1,timeout
phase-30-150-0.64-0.62-0.64-8,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-1,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-2,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-3,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-4,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-5,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-6,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-7,lad,?,1,timeout
phase-30-150-0.66-0.64-0.66-8,lad,?,1,timeout
phase-30-150-0.68-0.64-0.68-1,lad,?,1,timeout
phase-30-150-0.68-0.64-0.68-2,lad,?,1,timeout
phase-30-150-0.68-0.64-0.68-3,lad,13775.855,1,ok
phase-30-150-0.68-0.64-0.68-4,lad,32884.16,1,ok
phase-30-150-0.68-0.64-0.68-5,lad,?,1,timeout
phase-30-150-0.68-0.64-0.68-6,lad,1199.174,1,ok
phase-30-150-0.68-0.64-0.68-7,lad,4836.069,1,ok
phase-30-150-0.68-0.64-0.68-8,lad,?,1,timeout
phase-30-150-0.70-0.66-0.70-1,lad,13333.592,1,ok
phase-30-150-0.70-0.66-0.70-2,lad,9236.892,1,ok
phase-30-150-0.70-0.66-0.70-3,lad,?,1,timeout
phase-30-150-0.70-0.66-0.70-4,lad,?,1,timeout
phase-30-150-0.70-0.66-0.70-5,lad,?,1,timeout
phase-30-150-0.70-0.66-0.70-6,lad,1573.791,1,ok
phase-30-150-0.70-0.66-0.70-7,lad,86.43,1,ok
phase-30-150-0.70-0.66-0.70-8,lad,?,1,timeout
phase-30-150-0.72-0.66-0.70-1,lad,?,1,timeout
phase-30-150-0.72-0.66-0.70-2,lad,?,1,timeout
phase-30-150-0.72-0.66-0.70-3,lad,?,1,timeout
phase-30-150-0.72-0.66-0.70-4,lad,18092.654,1,ok
phase-30-150-0.72-0.66-0.70-5,lad,?,1,timeout
phase-30-150-0.72-0.66-0.70-6,lad,?,1,timeout
phase-30-150-0.72-0.66-0.70-7,lad,?,1,timeout
phase-30-150-0.72-0.66-0.70-8,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-1,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-2,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-3,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-4,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-5,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-6,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-7,lad,?,1,timeout
phase-30-150-0.74-0.68-0.70-8,lad,?,1,timeout
phase-30-150-0.76-0.70-0.72-1,lad,?,1,timeout
phase-30-150-0.76-0.70-0.72-2,lad,?,1,timeout
phase-30-150-0.76-0.70-0.72-3,lad,55691.71,1,ok
phase-30-150-0.76-0.70-0.72-4,lad,8578.409,1,ok
phase-30-150-0.76-0.70-0.72-5,lad,5746.689,1,ok
phase-30-150-0.76-0.70-0.72-6,lad,1173.324,1,ok
phase-30-150-0.76-0.70-0.72-7,lad,2.452,1,ok
phase-30-150-0.76-0.70-0.72-8,lad,35813.499,1,ok
phase-30-150-0.78-0.72-0.74-1,lad,?,1,timeout
phase-30-150-0.78-0.72-0.74-2,lad,?,1,timeout
phase-30-150-0.78-0.72-0.74-3,lad,?,1,timeout
phase-30-150-0.78-0.72-0.74-4,lad,?,1,timeout
phase-30-150-0.78-0.72-0.74-5,lad,16510.315,1,ok
phase-30-150-0.78-0.72-0.74-6,lad,6661.55,1,ok
phase-30-150-0.78-0.72-0.74-7,lad,?,1,timeout
phase-30-150-0.78-0.72-0.74-8,lad,446.984,1,ok
phase-30-150-0.80-0.72-0.74-1,lad,?,1,timeout
phase-30-150-0.80-0.72-0.74-2,lad,?,1,timeout
phase-30-150-0.80-0.72-0.74-3,lad,22782.085,1,ok
phase-30-150-0.80-0.72-0.74-4,lad,?,1,timeout
phase-30-150-0.80-0.72-0.74-5,lad,?,1,timeout
phase-30-150-0.80-0.72-0.74-6,lad,44.481,1,ok
phase-30-150-0.80-0.72-0.74-7,lad,69777.354,1,ok
phase-30-150-0.80-0.72-0.74-8,lad,?,1,timeout
phase-30-150-0.82-0.74-0.76-1,lad,23.978,1,ok
phase-30-150-0.82-0.74-0.76-2,lad,?,1,timeout
phase-30-150-0.82-0.74-0.76-3,lad,361.314,1,ok
phase-30-150-0.82-0.74-0.76-4,lad,?,1,timeout
phase-30-150-0.82-0.74-0.76-5,lad,?,1,timeout
phase-30-150-0.82-0.74-0.76-6,lad,?,1,timeout
phase-30-150-0.82-0.74-0.76-7,lad,183.844,1,ok
phase-30-150-0.82-0.74-0.76-8,lad,2064.757,1,ok
phase-30-150-0.84-0.74-0.76-1,lad,114.596,1,ok
phase-30-150-0.84-0.74-0.76-2,lad,?,1,timeout
phase-30-150-0.84-0.74-0.76-3,lad,?,1,timeout
phase-30-150-0.84-0.74-0.76-4,lad,65884.194,1,ok
phase-30-150-0.84-0.74-0.76-5,lad,?,1,timeout
phase-30-150-0.84-0.74-0.76-6,lad,?,1,timeout
phase-30-150-0.84-0.74-0.76-7,lad,?,1,timeout
phase-30-150-0.84-0.74-0.76-8,lad,?,1,timeout
phase-30-150-0.84-0.76-0.76-1,lad,?,1,timeout
phase-30-150-0.84-0.76-0.76-2,lad,?,1,timeout
phase-30-150-0.84-0.76-0.76-3,lad,2945.259,1,ok
phase-30-150-0.84-0.76-0.76-4,lad,?,1,timeout
phase-30-150-0.84-0.76-0.76-5,lad,32079.821,1,ok
phase-30-150-0.84-0.76-0.76-6,lad,19029.675,1,ok
phase-30-150-0.84-0.76-0.76-7,lad,1591.584,1,ok
phase-30-150-0.84-0.76-0.76-8,lad,5745.946,1,ok
phase-30-150-0.86-0.76-0.78-1,lad,96699.721,1,ok
phase-30-150-0.86-0.76-0.78-2,lad,?,1,timeout
phase-30-150-0.86-0.76-0.78-3,lad,?,1,timeout
phase-30-150-0.86-0.76-0.78-4,lad,39.661,1,ok
phase-30-150-0.86-0.76-0.78-5,lad,?,1,timeout
phase-30-150-0.86-0.76-0.78-6,lad,78898.558,1,ok
phase-30-150-0.86-0.76-0.78-7,lad,12405.282,1,ok
phase-30-150-0.86-0.76-0.78-8,lad,16892.458,1,ok
F.04,supplementallad,0.343,1,ok
C.18,supplementallad,0.261,1,ok
A.04,supplementallad,0.008,1,ok
C.02,supplementallad,0.279,1,ok
E.01,supplementallad,0.119,1,ok
F.20,supplementallad,4.028,1,ok
B.20,supplementallad,0.115,1,ok
C.08,supplementallad,0.269,1,ok
B.11,supplementallad,0.138,1,ok
C.10,supplementallad,0.277,1,ok
B.06,supplementallad,0.089,1,ok
F.08,supplementallad,1.778,1,ok
B.07,supplementallad,0.092,1,ok
E.04,supplementallad,0.041,1,ok
C.01,supplementallad,0.269,1,ok
B.10,supplementallad,0.111,1,ok
A.15,supplementallad,0.01,1,ok
C.19,supplementallad,0.266,1,ok
B.02,supplementallad,0.09,1,ok
E.06,supplementallad,0.042,1,ok
E.18,supplementallad,0.041,1,ok
C.20,supplementallad,0.28,1,ok
F.02,supplementallad,0.251,1,ok
F.11,supplementallad,0.16,1,ok
F.12,supplementallad,0.21,1,ok
E.05,supplementallad,0.119,1,ok
B.16,supplementallad,0.088,1,ok
A.08,supplementallad,0.009,1,ok
C.14,supplementallad,0.293,1,ok
F.16,supplementallad,0.21,1,ok
F.06,supplementallad,0.396,1,ok
A.03,supplementallad,0.01,1,ok
E.19,supplementallad,0.027,1,ok
C.15,supplementallad,0.284,1,ok
A.16,supplementallad,0.009,1,ok
B.14,supplementallad,0.088,1,ok
A.02,supplementallad,0.009,1,ok
F.14,supplementallad,0.158,1,ok
F.05,supplementallad,0.282,1,ok
B.09,supplementallad,0.096,1,ok
A.01,supplementallad,0.008,1,ok
C.05,supplementallad,0.264,1,ok
B.01,supplementallad,0.095,1,ok
A.09,supplementallad,0.008,1,ok
A.07,supplementallad,0.01,1,ok
F.03,supplementallad,0.181,1,ok
E.12,supplementallad,0.139,1,ok
C.06,supplementallad,0.308,1,ok
C.09,supplementallad,0.264,1,ok
B.17,supplementallad,0.096,1,ok
C.07,supplementallad,0.267,1,ok
E.09,supplementallad,0.152,1,ok
E.17,supplementallad,0.022,1,ok
C.11,supplementallad,0.317,1,ok
F.10,supplementallad,0.021,1,ok
A.17,supplementallad,0.008,1,ok
B.15,supplementallad,0.087,1,ok
E.03,supplementallad,0.055,1,ok
F.19,supplementallad,0.2,1,ok
A.12,supplementallad,0.015,1,ok
B.08,supplementallad,0.083,1,ok
F.17,supplementallad,0.526,1,ok
C.04,supplementallad,0.329,1,ok
B.19,supplementallad,0.084,1,ok
C.16,supplementallad,0.266,1,ok
C.17,supplementallad,0.27,1,ok
E.08,supplementallad,0.071,1,ok
F.13,supplementallad,1.424,1,ok
A.20,supplementallad,0.009,1,ok
E.02,supplementallad,0.021,1,ok
E.16,supplementallad,0.036,1,ok
B.12,supplementallad,0.143,1,ok
F.09,supplementallad,0.66,1,ok
A.10,supplementallad,0.008,1,ok
F.18,supplementallad,0.263,1,ok
E.10,supplementallad,0.156,1,ok
A.06,supplementallad,0.011,1,ok
E.15,supplementallad,0.09,1,ok
E.07,supplementallad,0.014,1,ok
E.11,supplementallad,0.037,1,ok
B.03,supplementallad,0.092,1,ok
B.18,supplementallad,0.089,1,ok
C.03,supplementallad,0.268,1,ok
A.18,supplementallad,0.01,1,ok
F.15,supplementallad,0.153,1,ok
A.19,supplementallad,0.015,1,ok
C.12,supplementallad,0.263,1,ok
B.05,supplementallad,0.091,1,ok
A.13,supplementallad,0.007,1,ok
A.05,supplementallad,0.009,1,ok
F.01,supplementallad,0.151,1,ok
E.20,supplementallad,0.029,1,ok
B.13,supplementallad,0.088,1,ok
A.14,supplementallad,0.015,1,ok
B.04,supplementallad,0.087,1,ok
C.13,supplementallad,0.502,1,ok
F.07,supplementallad,0.166,1,ok
E.13,supplementallad,0.031,1,ok
E.14,supplementallad,0.131,1,ok
A.11,supplementallad,0.008,1,ok
si6_r005_m400.07,supplementallad,7.924,1,ok
si6_r005_m400.00,supplementallad,4.814,1,ok
si6_r005_m400.01,supplementallad,33.87,1,ok
si6_r005_m400.02,supplementallad,4.73,1,ok
si6_r005_m400.04,supplementallad,4.174,1,ok
si6_r005_m400.05,supplementallad,28.479,1,ok
si6_r005_m400.09,supplementallad,4.577,1,ok
si6_r005_m400.03,supplementallad,5.304,1,ok
si6_r005_m400.06,supplementallad,4.233,1,ok
si6_r005_m400.08,supplementallad,9.252,1,ok
si6_m4Dr6_m625.04,supplementallad,0.08,1,ok
si6_m4Dr6_m625.01,supplementallad,0.076,1,ok
si6_m4Dr6_m625.09,supplementallad,0.083,1,ok
si6_m4Dr6_m625.07,supplementallad,0.078,1,ok
si6_m4Dr6_m625.00,supplementallad,0.081,1,ok
si6_m4Dr6_m625.08,supplementallad,0.079,1,ok
si6_m4Dr6_m625.05,supplementallad,0.075,1,ok
si6_m4Dr6_m625.06,supplementallad,0.077,1,ok
si6_m4Dr6_m625.02,supplementallad,0.079,1,ok
si6_m4Dr6_m625.03,supplementallad,0.078,1,ok
si4_m4Dr2_m625.09,supplementallad,0.107,1,ok
si4_m4Dr2_m625.04,supplementallad,0.357,1,ok
si4_m4Dr2_m625.02,supplementallad,0.043,1,ok
si4_m4Dr2_m625.07,supplementallad,0.041,1,ok
si4_m4Dr2_m625.00,supplementallad,0.058,1,ok
si4_m4Dr2_m625.08,supplementallad,0.048,1,ok
si4_m4Dr2_m625.01,supplementallad,0.144,1,ok
si4_m4Dr2_m625.06,supplementallad,0.041,1,ok
si4_m4Dr2_m625.03,supplementallad,0.069,1,ok
si4_m4Dr2_m625.05,supplementallad,0.186,1,ok
si2_r001_m600.00,supplementallad,18.97,1,ok
si2_r001_m600.06,supplementallad,12.059,1,ok
si2_r001_m600.04,supplementallad,22.765,1,ok
si2_r001_m600.07,supplementallad,22.347,1,ok
si2_r001_m600.02,supplementallad,53.937,1,ok
si2_r001_m600.08,supplementallad,?,1,timeout
si2_r001_m600.03,supplementallad,61.233,1,ok
si2_r001_m600.01,supplementallad,50.034,1,ok
si2_r001_m600.05,supplementallad,27.081,1,ok
si2_r001_m600.09,supplementallad,146.103,1,ok
si2_m4Dr2_m256.09,supplementallad,0.054,1,ok
si2_m4Dr2_m256.03,supplementallad,0.052,1,ok
si2_m4Dr2_m256.04,supplementallad,0.041,1,ok
si2_m4Dr2_m256.07,supplementallad,0.01,1,ok
si2_m4Dr2_m256.00,supplementallad,0.028,1,ok
si2_m4Dr2_m256.06,supplementallad,0.1,1,ok
si2_m4Dr2_m256.08,supplementallad,0.007,1,ok
si2_m4Dr2_m256.05,supplementallad,0.006,1,ok
si2_m4Dr2_m256.01,supplementallad,0.039,1,ok
si2_m4Dr2_m256.02,supplementallad,0.005,1,ok
si6_r001_m600.09,supplementallad,0.159,1,ok
si6_r001_m600.00,supplementallad,2.61,1,ok
si6_r001_m600.07,supplementallad,3.055,1,ok
si6_r001_m600.03,supplementallad,1.829,1,ok
si6_r001_m600.01,supplementallad,1.551,1,ok
si6_r001_m600.06,supplementallad,2.85,1,ok
si6_r001_m600.08,supplementallad,4.399,1,ok
si6_r001_m600.02,supplementallad,1.42,1,ok
si6_r001_m600.04,supplementallad,1.671,1,ok
si6_r001_m600.05,supplementallad,1.493,1,ok
si2_m4Dr2_m1296.05,supplementallad,0.111,1,ok
si2_m4Dr2_m1296.09,supplementallad,1.011,1,ok
si2_m4Dr2_m1296.02,supplementallad,2.104,1,ok
si2_m4Dr2_m1296.07,supplementallad,0.74,1,ok
si2_m4Dr2_m1296.00,supplementallad,0.123,1,ok
si2_m4Dr2_m1296.06,supplementallad,3.763,1,ok
si2_m4Dr2_m1296.08,supplementallad,1.34,1,ok
si2_m4Dr2_m1296.01,supplementallad,3.099,1,ok
si2_m4Dr2_m1296.03,supplementallad,1.677,1,ok
si2_m4Dr2_m1296.04,supplementallad,0.119,1,ok
si4_b06m_m800.08,supplementallad,0.075,1,ok
si4_b06m_m800.00,supplementallad,0.07,1,ok
si4_b06m_m800.06,supplementallad,0.068,1,ok
si4_b06m_m800.05,supplementallad,0.07,1,ok
si4_b06m_m800.04,supplementallad,0.063,1,ok
si4_b06m_m800.09,supplementallad,0.071,1,ok
si4_b06m_m800.01,supplementallad,0.07,1,ok
si4_b06m_m800.07,supplementallad,0.075,1,ok
si4_b06m_m800.03,supplementallad,0.078,1,ok
si4_b06m_m800.02,supplementallad,0.074,1,ok
si6_m4Dr2_m625.08,supplementallad,0.105,1,ok
si6_m4Dr2_m625.09,supplementallad,0.089,1,ok
si6_m4Dr2_m625.05,supplementallad,0.312,1,ok
si6_m4Dr2_m625.01,supplementallad,0.061,1,ok
si6_m4Dr2_m625.06,supplementallad,0.069,1,ok
si6_m4Dr2_m625.00,supplementallad,0.069,1,ok
si6_m4Dr2_m625.03,supplementallad,0.069,1,ok
si6_m4Dr2_m625.02,supplementallad,0.591,1,ok
si6_m4Dr2_m625.07,supplementallad,0.071,1,ok
si6_m4Dr2_m625.04,supplementallad,0.453,1,ok
si2_m4D_m1296.01,supplementallad,5.286,1,ok
si2_m4D_m1296.08,supplementallad,0.854,1,ok
si2_m4D_m1296.06,supplementallad,4.179,1,ok
si2_m4D_m1296.05,supplementallad,1.17,1,ok
si2_m4D_m1296.09,supplementallad,1.296,1,ok
si2_m4D_m1296.03,supplementallad,3.675,1,ok
si2_m4D_m1296.07,supplementallad,1.198,1,ok
si2_m4D_m1296.02,supplementallad,1.682,1,ok
si2_m4D_m1296.04,supplementallad,1.439,1,ok
si2_m4D_m1296.00,supplementallad,0.681,1,ok
si4_b03_m800.05,supplementallad,2.246,1,ok
si4_b03_m800.00,supplementallad,2.295,1,ok
si4_b03_m800.08,supplementallad,2.383,1,ok
si4_b03_m800.09,supplementallad,2.28,1,ok
si4_b03_m800.03,supplementallad,2.3,1,ok
si4_b03_m800.02,supplementallad,2.354,1,ok
si4_b03_m800.04,supplementallad,2.258,1,ok
si4_b03_m800.01,supplementallad,2.25,1,ok
si4_b03_m800.06,supplementallad,2.291,1,ok
si4_b03_m800.07,supplementallad,2.264,1,ok
si6_m4D_m1296.02,supplementallad,3.583,1,ok
si6_m4D_m1296.07,supplementallad,11.045,1,ok
si6_m4D_m1296.05,supplementallad,3.698,1,ok
si6_m4D_m1296.09,supplementallad,12.4,1,ok
si6_m4D_m1296.00,supplementallad,14.902,1,ok
si6_m4D_m1296.08,supplementallad,3.583,1,ok
si6_m4D_m1296.04,supplementallad,3.467,1,ok
si6_m4D_m1296.06,supplementallad,12.679,1,ok
si6_m4D_m1296.01,supplementallad,13.697,1,ok
si6_m4D_m1296.03,supplementallad,22.656,1,ok
si6_r001_m200.05,supplementallad,0.013,1,ok
si6_r001_m200.09,supplementallad,0.036,1,ok
si6_r001_m200.07,supplementallad,0.008,1,ok
si6_r001_m200.02,supplementallad,0.027,1,ok
si6_r001_m200.01,supplementallad,0.01,1,ok
si6_r001_m200.00,supplementallad,0.008,1,ok
si6_r001_m200.04,supplementallad,0.019,1,ok
si6_r001_m200.06,supplementallad,0.004,1,ok
si6_r001_m200.08,supplementallad,0.005,1,ok
si6_r001_m200.03,supplementallad,0.012,1,ok
si4_b06_m400.06,supplementallad,0.32,1,ok
si4_b06_m400.07,supplementallad,0.309,1,ok
si4_b06_m400.09,supplementallad,0.31,1,ok
si4_b06_m400.01,supplementallad,0.31,1,ok
si4_b06_m400.04,supplementallad,0.308,1,ok
si4_b06_m400.03,supplementallad,0.308,1,ok
si4_b06_m400.00,supplementallad,0.325,1,ok
si4_b06_m400.05,supplementallad,0.309,1,ok
si4_b06_m400.08,supplementallad,0.307,1,ok
si4_b06_m400.02,supplementallad,0.309,1,ok
si2_m4Dr6_m256.06,supplementallad,0.022,1,ok
si2_m4Dr6_m256.05,supplementallad,0.011,1,ok
si2_m4Dr6_m256.09,supplementallad,0.05,1,ok
si2_m4Dr6_m256.00,supplementallad,0.027,1,ok
si2_m4Dr6_m256.07,supplementallad,0.015,1,ok
si2_m4Dr6_m256.04,supplementallad,0.006,1,ok
si2_m4Dr6_m256.02,supplementallad,0.028,1,ok
si2_m4Dr6_m256.01,supplementallad,0.011,1,ok
si2_m4Dr6_m256.08,supplementallad,0.036,1,ok
si2_m4Dr6_m256.03,supplementallad,0.008,1,ok
si6_r01_m200.04,supplementallad,1.444,1,ok
si6_r01_m200.08,supplementallad,1.094,1,ok
si6_r01_m200.02,supplementallad,4.061,1,ok
si6_r01_m200.09,supplementallad,7.066,1,ok
si6_r01_m200.07,supplementallad,9.349,1,ok
si6_r01_m200.00,supplementallad,12.849,1,ok
si6_r01_m200.01,supplementallad,0.84,1,ok
si6_r01_m200.03,supplementallad,7.521,1,ok
si6_r01_m200.05,supplementallad,7.699,1,ok
si6_r01_m200.06,supplementallad,1.395,1,ok
si2_b03m_m800.03,supplementallad,0.025,1,ok
si2_b03m_m800.02,supplementallad,0.025,1,ok
si2_b03m_m800.09,supplementallad,0.033,1,ok
si2_b03m_m800.04,supplementallad,0.027,1,ok
si2_b03m_m800.06,supplementallad,0.025,1,ok
si2_b03m_m800.05,supplementallad,0.032,1,ok
si2_b03m_m800.01,supplementallad,0.043,1,ok
si2_b03m_m800.08,supplementallad,0.032,1,ok
si2_b03m_m800.07,supplementallad,0.033,1,ok
si2_b03m_m800.00,supplementallad,0.026,1,ok
si2_r001_m200.06,supplementallad,0.012,1,ok
si2_r001_m200.01,supplementallad,0.015,1,ok
si2_r001_m200.02,supplementallad,0.021,1,ok
si2_r001_m200.07,supplementallad,0.008,1,ok
si2_r001_m200.04,supplementallad,0.009,1,ok
si2_r001_m200.05,supplementallad,0.015,1,ok
si2_r001_m200.09,supplementallad,0.011,1,ok
si2_r001_m200.03,supplementallad,0.029,1,ok
si2_r001_m200.00,supplementallad,0.018,1,ok
si2_r001_m200.08,supplementallad,0.018,1,ok
si6_b03m_m800.01,supplementallad,0.072,1,ok
si6_b03m_m800.08,supplementallad,0.078,1,ok
si6_b03m_m800.03,supplementallad,0.074,1,ok
si6_b03m_m800.00,supplementallad,0.072,1,ok
si6_b03m_m800.04,supplementallad,0.08,1,ok
si6_b03m_m800.05,supplementallad,0.077,1,ok
si6_b03m_m800.07,supplementallad,0.078,1,ok
si6_b03m_m800.06,supplementallad,0.075,1,ok
si6_b03m_m800.09,supplementallad,0.074,1,ok
si6_b03m_m800.02,supplementallad,0.074,1,ok
si4_r005_m200.00,supplementallad,6.132,1,ok
si4_r005_m200.08,supplementallad,5.141,1,ok
si4_r005_m200.02,supplementallad,0.245,1,ok
si4_r005_m200.05,supplementallad,0.516,1,ok
si4_r005_m200.06,supplementallad,0.191,1,ok
si4_r005_m200.04,supplementallad,3.668,1,ok
si4_r005_m200.07,supplementallad,1.953,1,ok
si4_r005_m200.09,supplementallad,7.253,1,ok
si4_r005_m200.01,supplementallad,4.202,1,ok
si4_r005_m200.03,supplementallad,0.296,1,ok
si6_b09m_m400.03,supplementallad,0.043,1,ok
si6_b09m_m400.07,supplementallad,0.044,1,ok
si6_b09m_m400.00,supplementallad,0.041,1,ok
si6_b09m_m400.04,supplementallad,0.04,1,ok
si6_b09m_m400.06,supplementallad,0.041,1,ok
si6_b09m_m400.08,supplementallad,0.038,1,ok
si6_b09m_m400.02,supplementallad,0.039,1,ok
si6_b09m_m400.05,supplementallad,0.04,1,ok
si6_b09m_m400.09,supplementallad,0.046,1,ok
si6_b09m_m400.01,supplementallad,0.042,1,ok
si2_b09_m200.08,supplementallad,0.043,1,ok
si2_b09_m200.01,supplementallad,0.042,1,ok
si2_b09_m200.06,supplementallad,0.04,1,ok
si2_b09_m200.05,supplementallad,0.04,1,ok
si2_b09_m200.00,supplementallad,0.041,1,ok
si2_b09_m200.02,supplementallad,0.04,1,ok
si2_b09_m200.03,supplementallad,0.043,1,ok
si2_b09_m200.04,supplementallad,0.042,1,ok
si2_b09_m200.09,supplementallad,0.044,1,ok
si2_b09_m200.07,supplementallad,0.042,1,ok
si6_r01_m600.02,supplementallad,4231.472,1,ok
si6_r01_m600.06,supplementallad,22524.43,1,ok
si6_r01_m600.09,supplementallad,15264.02,1,ok
si6_r01_m600.08,supplementallad,10088.938,1,ok
si6_r01_m600.05,supplementallad,2469.703,1,ok
si6_r01_m600.07,supplementallad,31582.538,1,ok
si6_r01_m600.03,supplementallad,8396.276,1,ok
si6_r01_m600.00,supplementallad,22040.112,1,ok
si6_r01_m600.01,supplementallad,4724.724,1,ok
si6_r01_m600.04,supplementallad,3394.387,1,ok
si2_b06_m200.02,supplementallad,0.024,1,ok
si2_b06_m200.00,supplementallad,0.023,1,ok
si2_b06_m200.01,supplementallad,0.026,1,ok
si2_b06_m200.06,supplementallad,0.025,1,ok
si2_b06_m200.09,supplementallad,0.033,1,ok
si2_b06_m200.07,supplementallad,0.039,1,ok
si2_b06_m200.04,supplementallad,0.026,1,ok
si2_b06_m200.08,supplementallad,0.025,1,ok
si2_b06_m200.03,supplementallad,0.025,1,ok
si2_b06_m200.05,supplementallad,0.025,1,ok
si6_m4Dr2_m1296.05,supplementallad,0.314,1,ok
si6_m4Dr2_m1296.09,supplementallad,0.329,1,ok
si6_m4Dr2_m1296.01,supplementallad,0.307,1,ok
si6_m4Dr2_m1296.06,supplementallad,0.353,1,ok
si6_m4Dr2_m1296.07,supplementallad,0.623,1,ok
si6_m4Dr2_m1296.03,supplementallad,0.321,1,ok
si6_m4Dr2_m1296.04,supplementallad,0.429,1,ok
si6_m4Dr2_m1296.00,supplementallad,0.331,1,ok
si6_m4Dr2_m1296.08,supplementallad,0.359,1,ok
si6_m4Dr2_m1296.02,supplementallad,0.312,1,ok
si2_b09m_m800.09,supplementallad,0.062,1,ok
si2_b09m_m800.07,supplementallad,0.07,1,ok
si2_b09m_m800.00,supplementallad,0.057,1,ok
si2_b09m_m800.04,supplementallad,0.06,1,ok
si2_b09m_m800.02,supplementallad,0.059,1,ok
si2_b09m_m800.05,supplementallad,0.056,1,ok
si2_b09m_m800.03,supplementallad,0.062,1,ok
si2_b09m_m800.08,supplementallad,0.056,1,ok
si2_b09m_m800.06,supplementallad,0.058,1,ok
si2_b09m_m800.01,supplementallad,0.061,1,ok
si4_b03_m400.01,supplementallad,0.3,1,ok
si4_b03_m400.02,supplementallad,0.303,1,ok
si4_b03_m400.05,supplementallad,0.315,1,ok
si4_b03_m400.07,supplementallad,0.309,1,ok
si4_b03_m400.06,supplementallad,0.304,1,ok
si4_b03_m400.00,supplementallad,0.304,1,ok
si4_b03_m400.03,supplementallad,0.311,1,ok
si4_b03_m400.04,supplementallad,0.309,1,ok
si4_b03_m400.09,supplementallad,0.321,1,ok
si4_b03_m400.08,supplementallad,0.305,1,ok
si2_b03_m200.05,supplementallad,0.022,1,ok
si2_b03_m200.09,supplementallad,0.02,1,ok
si2_b03_m200.07,supplementallad,0.02,1,ok
si2_b03_m200.01,supplementallad,0.019,1,ok
si2_b03_m200.08,supplementallad,0.019,1,ok
si2_b03_m200.02,supplementallad,0.02,1,ok
si2_b03_m200.04,supplementallad,0.02,1,ok
si2_b03_m200.03,supplementallad,0.02,1,ok
si2_b03_m200.06,supplementallad,0.019,1,ok
si2_b03_m200.00,supplementallad,0.02,1,ok
si4_r005_m600.00,supplementallad,1135.354,1,ok
si4_r005_m600.02,supplementallad,122.221,1,ok
si4_r005_m600.08,supplementallad,2231.481,1,ok
si4_r005_m600.05,supplementallad,2780.26,1,ok
si4_r005_m600.07,supplementallad,1454.864,1,ok
si4_r005_m600.06,supplementallad,1375.523,1,ok
si4_r005_m600.01,supplementallad,246.374,1,ok
si4_r005_m600.04,supplementallad,2394.48,1,ok
si4_r005_m600.03,supplementallad,747.464,1,ok
si4_r005_m600.09,supplementallad,38.873,1,ok
si4_b09_m400.05,supplementallad,0.546,1,ok
