@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap_pattern numeric
@attribute cheap_target numeric
@attribute distance_pattern numeric
@attribute distance_target numeric
@attribute lad_features numeric

@data
g28-g67,1,0,0,0.012,0.012,0
g28-g68,1,0,0,0.057,0.057,0.001
g28-g69,1,0,0,0.022,0.022,0
g28-g70,1,0,0,0.017,0.017,0
g28-g71,1,0,0,0.022,0.022,0
g28-g72,1,0,0,0.007,0.007,0
g28-g73-normed,1,0,0,0.029,0.029,0.005
g28-g74,1,0,0,0.019,0.019,0.005
g28-g75,1,0,0,0.032,0.032,0.009
g28-g76,1,0,0,0.155,0.155,0.024
g28-g77,1,0,0,0.318,0.318,0.018
g28-g78,1,0,0,0.069,0.069,0.001
g28-g79,1,0,0,0.042,0.042,0.001
g28-g80,1,0,0.001,0.022,0.022,0
g28-g81,1,0,0.001,0.205,0.205,0.002
g28-g82-normed,1,0,0.001,0.215,0.215,0.003
g28-g83,1,0,0.001,0.163,0.163,0.001
g28-g84,1,0,0.001,0.788,0.788,0.013
g28-g85,1,0,0.001,0.088,0.088,0.001
g28-g86-normed,1,0,0.001,0.089,0.089,0
g28-g87,1,0,0.001,0.128,0.128,0.003
g28-g88,1,0,0.001,0.142,0.142,0.002
g28-g89,1,0,0.001,0.11,0.11,0.001
g28-g90,1,0,0.002,0.265,0.265,0.001
g28-g91,1,0,0.002,0.163,0.163,0.029
g28-g92,1,0,0.003,0.228,0.228,0.028
g28-g93-normed,1,0,0.003,5.714,5.714,0.048
g28-g94,1,0,0.004,0.469,0.469,0.002
g28-g95,1,0,0.005,0.149,0.149,0
g28-g96,1,0,0.005,0.176,0.176,0.003
g28-g97,1,0,0.005,0.181,0.181,0
g28-g98,1,0,0.005,0.268,0.268,0.004
g28-g99,1,0,0.005,0.269,0.269,0.004
g29-g100,1,0,0.005,0.13,0.13,0.001
g29-g101,1,0,0.006,0.707,0.707,0.002
g29-g102,1,0,0.006,0.785,0.785,0.003
g29-g103,1,0,0.006,1.146,1.146,0.003
g29-g104,1,0,0.014,1.393,1.393,0.002
g29-g105,1,0,0.014,1.402,1.402,0.002
g29-g106,1,0,0.025,4.956,4.956,0.004
g29-g107,1,0,0.025,2.938,2.938,0.004
g29-g108,1,0,0.029,3.675,3.675,0.006
g29-g109,1,0,0.031,4.226,4.226,0.006
g29-g110,1,0,0.036,9.955,9.955,0.019
g29-g111,1,0,0.041,5.777,5.777,0.006
g29-g112,1,0,0.054,5.956,5.956,0.006
g29-g30,1,0,0,0.001,0.001,0
g29-g31,1,0,0,0.001,0.001,0
g29-g32,1,0,0,0.003,0.003,0.001
g29-g40,1,0,0,0.003,0.003,0
g29-g44,1,0,0,0.001,0.001,0
g29-g45,1,0,0,0.001,0.001,0
g29-g50,1,0,0,0.003,0.003,0.001
g29-g51,1,0,0,0.001,0.001,0
g29-g52,1,0,0,0.001,0.001,0
g29-g53,1,0,0,0.002,0.002,0
g29-g54,1,0,0,0.005,0.005,0
g29-g55,1,0,0,0.005,0.005,0
g29-g56,1,0,0,0.005,0.005,0
g29-g57,1,0,0,0.001,0.001,0
g29-g58-normed,1,0,0,0.003,0.003,0
g29-g59-normed,1,0,0,0.003,0.003,0
g29-g60-normed,1,0,0,0.006,0.006,0
g29-g61,1,0,0,0.005,0.005,0
g29-g62,1,0,0,0.008,0.008,0
g29-g63,1,0,0,0.023,0.023,0
g29-g64,1,0,0,0.051,0.051,0.008
g29-g65,1,0,0,0.027,0.027,0
g29-g66-normed,1,0,0,0.027,0.027,0
g29-g67,1,0,0,0.013,0.013,0
g29-g68,1,0,0,0.056,0.056,0.001
g29-g69,1,0,0,0.023,0.023,0
g29-g70,1,0,0,0.017,0.017,0
g29-g71,1,0,0,0.022,0.022,0
g29-g72,1,0,0,0.007,0.007,0
g29-g73-normed,1,0,0,0.029,0.029,0.001
g29-g74,1,0,0,0.019,0.019,0
g29-g75,1,0,0,0.032,0.032,0.006
g29-g76,1,0,0,0.154,0.154,0.024
g29-g77,1,0,0,0.318,0.318,0.019
g29-g78,1,0,0,0.066,0.066,0
g29-g79,1,0,0,0.042,0.042,0
g29-g80,1,0,0.001,0.022,0.022,0
g29-g81,1,0,0.001,0.206,0.206,0.002
g29-g82-normed,1,0,0.001,0.205,0.205,0.002
g29-g83,1,0,0.001,0.162,0.162,0.001
g29-g84,1,0,0.001,0.792,0.792,0.015
g29-g85,1,0,0.001,0.088,0.088,0
g29-g86-normed,1,0,0.001,0.088,0.088,0.001
g29-g87,1,0,0.001,0.128,0.128,0
g29-g88,1,0,0.001,0.141,0.141,0
g29-g89,1,0,0.001,0.111,0.111,0.001
g29-g90,1,0,0.002,0.267,0.267,0.001
g29-g91,1,0,0.002,0.162,0.162,0
g29-g92,1,0,0.003,0.227,0.227,0.002
g29-g93-normed,1,0,0.003,5.568,5.568,0.051
g29-g94,1,0,0.004,0.468,0.468,0.001
g29-g95,1,0,0.005,0.15,0.15,0
g29-g96,1,0,0.005,0.177,0.177,0.002
g29-g97,1,0,0.005,0.18,0.18,0.001
g29-g98,1,0,0.005,0.267,0.267,0.002
g29-g99,1,0,0.005,0.268,0.268,0.002
g2-g10,1,0,0,0,0,0
g2-g100,1,0,0.005,0.132,0.132,0.001
g2-g101,1,0,0.006,0.703,0.703,0.001
g2-g102,1,0,0.006,0.827,0.827,0.001
g2-g103,1,0,0.006,1.142,1.142,0.003
g2-g104,1,0,0.014,1.395,1.395,0.002
g2-g105,1,0,0.014,1.401,1.401,0.003
g2-g106,1,0,0.025,4.94,4.94,0.005
g2-g107,1,0,0.025,2.988,2.988,0.004
g2-g108,1,0,0.029,3.675,3.675,0.004
g2-g109,1,0,0.031,4.218,4.218,0.005
g2-g11,1,0,0,0,0,0
g2-g110,1,0,0.036,9.952,9.952,0.015
g2-g111,1,0,0.04,5.765,5.765,0.006
g2-g112,1,0,0.054,5.976,5.976,0.032
g2-g12,1,0,0,0,0,0
g2-g13,1,0,0,0,0,0
g2-g14,1,0,0,0,0,0
g2-g15,1,0,0,0,0,0
g2-g16,1,0,0,0,0,0
g2-g17,1,0,0,0,0,0
g2-g18,1,0,0,0,0,0
g2-g19,1,0,0,0,0,0
g2-g20,1,0,0,0,0,0
g2-g21,1,0,0,0,0,0
g2-g22,1,0,0,0,0,0
g2-g23,1,0,0,0,0,0
g2-g24,1,0,0,0,0,0
g2-g25,1,0,0,0,0,0
g2-g26,1,0,0,0,0,0
g2-g27,1,0,0,0,0,0
g2-g28,1,0,0,0,0,0
g2-g29,1,0,0,0.001,0.001,0
g2-g3,1,0,0,0,0,0
g2-g30,1,0,0,0.001,0.001,0
g2-g31,1,0,0,0.001,0.001,0
g2-g32,1,0,0,0.003,0.003,0
g2-g33,1,0,0,0,0,0
g2-g34,1,0,0,0,0,0
g2-g35,1,0,0,0,0,0
g2-g36,1,0,0,0,0,0
g2-g37,1,0,0,0.001,0.001,0
g2-g38,1,0,0,0,0,0
g2-g39,1,0,0,0,0,0
g2-g4,1,0,0,0,0,0
g2-g40,1,0,0,0.003,0.003,0
g2-g41,1,0,0,0.001,0.001,0
g2-g42,1,0,0,0.001,0.001,0
g2-g43,1,0,0,0.001,0.001,0
g2-g44,1,0,0,0.001,0.001,0
g2-g45,1,0,0,0.001,0.001,0
g2-g46,1,0,0,0.002,0.002,0
g2-g47,1,0,0,0.001,0.001,0
g2-g48,1,0,0,0.002,0.002,0
g2-g49,1,0,0,0.002,0.002,0
g2-g5,1,0,0,0,0,0
g2-g50,1,0,0,0.003,0.003,0
g2-g51,1,0,0,0.001,0.001,0
g2-g52,1,0,0,0.001,0.001,0
g2-g53,1,0,0,0.002,0.002,0
g2-g54,1,0,0,0.005,0.005,0
g2-g55,1,0,0,0.006,0.006,0
g2-g56,1,0,0,0.005,0.005,0
g2-g57,1,0,0,0.001,0.001,0
g2-g58-normed,1,0,0,0.003,0.003,0
g2-g59-normed,1,0,0,0.003,0.003,0
g2-g6,1,0,0,0,0,0
g2-g60-normed,1,0,0,0.006,0.006,0
g2-g61,1,0,0,0.005,0.005,0
g2-g62,1,0,0,0.008,0.008,0
g2-g63,1,0,0,0.023,0.023,0
g2-g64,1,0,0,0.051,0.051,0.002
g2-g65,1,0,0,0.027,0.027,0
g2-g66-normed,1,0,0,0.027,0.027,0
g2-g67,1,0,0,0.012,0.012,0
g2-g68,1,0,0,0.057,0.057,0.001
g2-g69,1,0,0,0.023,0.023,0
g2-g7,1,0,0,0,0,0
g2-g70,1,0,0,0.017,0.017,0
g2-g71,1,0,0,0.022,0.022,0
g2-g72,1,0,0,0.008,0.008,0
g2-g73-normed,1,0,0,0.029,0.029,0
g2-g74,1,0,0,0.019,0.019,0
g2-g75,1,0,0,0.032,0.032,0.002
g2-g76,1,0,0,0.154,0.154,0.008
g2-g77,1,0,0,0.317,0.317,0.019
g2-g78,1,0,0,0.066,0.066,0
g2-g79,1,0,0,0.042,0.042,0
g2-g8,1,0,0,0,0,0
g2-g80,1,0,0.001,0.022,0.022,0
g2-g81,1,0,0.001,0.204,0.204,0.001
g2-g82-normed,1,0,0.001,0.209,0.209,0
g2-g83,1,0,0.001,0.162,0.162,0
g2-g84,1,0,0.001,0.788,0.788,0.013
g2-g85,1,0,0.001,0.089,0.089,0
g2-g86-normed,1,0,0.001,0.088,0.088,0
g2-g87,1,0,0.001,0.129,0.129,0.001
g2-g88,1,0,0.001,0.132,0.132,0.002
g2-g89,1,0,0.001,0.111,0.111,0
g2-g9,1,0,0,0,0,0
g2-g90,1,0,0.002,0.264,0.264,0.002
g2-g91,1,0,0.002,0.161,0.161,0.003
g2-g92,1,0,0.003,0.227,0.227,0.003
g2-g93-normed,1,0,0.003,5.783,5.783,0.05
g2-g94,1,0,0.004,0.468,0.468,0.001
g2-g95,1,0,0.005,0.151,0.151,0.001
g2-g96,1,0,0.005,0.176,0.176,0
g2-g97,1,0,0.005,0.181,0.181,0.001
g2-g98,1,0,0.005,0.269,0.269,0.001
g2-g99,1,0,0.005,0.267,0.267,0.002
g30-g100,1,0,0.005,0.129,0.129,0
g30-g101,1,0,0.006,0.702,0.702,0.001
g30-g102,1,0,0.006,0.828,0.828,0.002
g30-g103,1,0,0.006,1.148,1.148,0.003
g30-g104,1,0,0.014,1.4,1.4,0.004
g30-g105,1,0,0.014,1.369,1.369,0.002
g30-g106,1,0,0.025,4.941,4.941,0.003
g30-g107,1,0,0.025,2.982,2.982,0.002
g30-g108,1,0,0.029,3.611,3.611,0.004
g30-g109,1,0,0.031,4.211,4.211,0.007
g30-g110,1,0,0.036,9.782,9.782,0.006
g30-g111,1,0,0.04,5.708,5.708,0.005
g30-g112,1,0,0.054,5.993,5.993,0.007
g30-g31,1,0,0,0.001,0.001,0
g30-g32,1,0,0,0.003,0.003,0
g30-g40,1,0,0,0.003,0.003,0
g30-g44,1,0,0,0.001,0.001,0
g30-g45,1,0,0,0.001,0.001,0
g30-g50,1,0,0,0.003,0.003,0
g30-g51,1,0,0,0.001,0.001,0
g30-g52,1,0,0,0.001,0.001,0
g30-g53,1,0,0,0.002,0.002,0
g30-g54,1,0,0,0.005,0.005,0
g30-g55,1,0,0,0.005,0.005,0
g30-g56,1,0,0,0.005,0.005,0
g30-g57,1,0,0,0.001,0.001,0
g30-g58-normed,1,0,0,0.003,0.003,0
g30-g59-normed,1,0,0,0.003,0.003,0
g30-g60-normed,1,0,0,0.005,0.005,0
g30-g61,1,0,0,0.005,0.005,0
g30-g62,1,0,0,0.007,0.007,0
g30-g63,1,0,0,0.022,0.022,0
g30-g64,1,0,0,0.051,0.051,0.002
g30-g65,1,0,0,0.027,0.027,0
g30-g66-normed,1,0,0,0.027,0.027,0
g30-g67,1,0,0,0.013,0.013,0
g30-g68,1,0,0,0.057,0.057,0.001
g30-g69,1,0,0,0.022,0.022,0
g30-g70,1,0,0,0.017,0.017,0
g30-g71,1,0,0,0.022,0.022,0
g30-g72,1,0,0,0.007,0.007,0
g30-g73-normed,1,0,0,0.028,0.028,0
g30-g74,1,0,0,0.019,0.019,0
g30-g75,1,0,0,0.032,0.032,0.002
g30-g76,1,0,0,0.154,0.154,0.009
g30-g77,1,0,0,0.318,0.318,0.018
g30-g78,1,0,0,0.067,0.067,0
g30-g79,1,0,0,0.041,0.041,0
g30-g80,1,0,0.001,0.019,0.019,0
g30-g81,1,0,0.001,0.207,0.207,0.001
g30-g82-normed,1,0,0.001,0.206,0.206,0.002
g30-g83,1,0,0.001,0.162,0.162,0
g30-g84,1,0,0.001,0.791,0.791,0.013
g30-g85,1,0,0.001,0.088,0.088,0
g30-g86-normed,1,0,0.001,0.089,0.089,0
g30-g87,1,0,0.001,0.128,0.128,0.001
g30-g88,1,0,0.001,0.141,0.141,0
g30-g89,1,0,0.001,0.109,0.109,0.001
g30-g90,1,0,0.002,0.262,0.262,0.001
g30-g91,1,0,0.002,0.161,0.161,0
g30-g92,1,0,0.003,0.226,0.226,0
g30-g93-normed,1,0,0.003,5.667,5.667,0.047
g30-g94,1,0,0.004,0.467,0.467,0.003
g30-g95,1,0,0.005,0.149,0.149,0
g30-g96,1,0,0.005,0.171,0.171,0.001
g30-g97,1,0,0.005,0.176,0.176,0.002
g30-g98,1,0,0.005,0.27,0.27,0
g30-g99,1,0,0.005,0.268,0.268,0.001
g31-g100,1,0,0.005,0.13,0.13,0
g31-g101,1,0,0.006,0.704,0.704,0.001
g31-g102,1,0,0.006,0.824,0.824,0.001
g31-g103,1,0,0.006,1.141,1.141,0.003
g31-g104,1,0,0.014,1.394,1.394,0.001
g31-g105,1,0,0.014,1.402,1.402,0
g31-g106,1,0,0.025,4.936,4.936,0.005
g31-g107,1,0,0.025,2.984,2.984,0.004
g31-g108,1,0,0.029,3.666,3.666,0.004
g31-g109,1,0,0.031,4.208,4.208,0.004
g31-g110,1,0,0.036,9.869,9.869,0.013
g31-g111,1,0,0.04,5.723,5.723,0.004
g31-g112,1,0,0.054,5.96,5.96,0.007
g31-g32,1,0,0,0.003,0.003,0
g31-g40,1,0,0,0.003,0.003,0
g31-g50,1,0,0,0.003,0.003,0.001
g31-g51,1,0,0,0.001,0.001,0
g31-g52,1,0,0,0.001,0.001,0
g31-g53,1,0,0,0.002,0.002,0
g31-g54,1,0,0,0.005,0.005,0
g31-g55,1,0,0,0.005,0.005,0
g31-g56,1,0,0,0.005,0.005,0
g31-g57,1,0,0,0.001,0.001,0
g31-g58-normed,1,0,0,0.003,0.003,0
g31-g59-normed,1,0,0,0.003,0.003,0
g31-g60-normed,1,0,0,0.005,0.005,0
g31-g61,1,0,0,0.005,0.005,0
g31-g62,1,0,0,0.008,0.008,0
g31-g63,1,0,0,0.023,0.023,0
g31-g64,1,0,0,0.051,0.051,0.007
g31-g65,1,0,0,0.027,0.027,0
g31-g66-normed,1,0,0,0.027,0.027,0
g31-g67,1,0,0,0.013,0.013,0
g31-g68,1,0,0,0.057,0.057,0
g31-g69,1,0,0,0.023,0.023,0
g31-g70,1,0,0,0.017,0.017,0
g31-g71,1,0,0,0.022,0.022,0
g31-g72,1,0,0,0.007,0.007,0
g31-g73-normed,1,0,0,0.029,0.029,0
g31-g74,1,0,0,0.019,0.019,0
g31-g75,1,0,0,0.032,0.032,0.006
g31-g76,1,0,0,0.154,0.154,0.023
g31-g77,1,0,0,0.318,0.318,0.019
g31-g78,1,0,0,0.067,0.067,0
g31-g79,1,0,0,0.042,0.042,0
g31-g80,1,0,0.001,0.022,0.022,0
g31-g81,1,0,0.001,0.207,0.207,0.002
g31-g82-normed,1,0,0.001,0.208,0.208,0.001
g31-g83,1,0,0.001,0.162,0.162,0.002
g31-g84,1,0,0.001,0.794,0.794,0.015
g31-g85,1,0,0.001,0.089,0.089,0
g31-g86-normed,1,0,0.001,0.088,0.088,0
g31-g87,1,0,0.001,0.133,0.133,0.001
g31-g88,1,0,0.001,0.143,0.143,0.001
g31-g89,1,0,0.001,0.11,0.11,0
g31-g90,1,0,0.002,0.265,0.265,0
g31-g91,1,0,0.002,0.164,0.164,0.001
g31-g92,1,0,0.003,0.229,0.229,0
g31-g93-normed,1,0,0.003,5.772,5.772,0.05
g31-g94,1,0,0.004,0.471,0.471,0.001
g31-g95,1,0,0.005,0.146,0.146,0
g31-g96,1,0,0.005,0.17,0.17,0
g31-g97,1,0,0.005,0.181,0.181,0.001
g31-g98,1,0,0.005,0.269,0.269,0
g31-g99,1,0,0.005,0.267,0.267,0.001
g32-g100,1,0,0.005,0.132,0.132,0
g32-g101,1,0,0.006,0.705,0.705,0.003
g32-g102,1,0,0.006,0.823,0.823,0.003
g32-g103,1,0,0.006,1.139,1.139,0.006
g32-g104,1,0,0.014,1.395,1.395,0.003
g32-g105,1,0,0.014,1.408,1.408,0.002
g32-g106,1,0,0.025,4.943,4.943,0.004
g32-g107,1,0,0.025,2.985,2.985,0.004
g32-g108,1,0,0.029,3.675,3.675,0.003
g32-g109,1,0,0.031,4.216,4.216,0.006
g32-g110,1,0,0.036,9.929,9.929,0.012
g32-g111,1,0,0.04,5.782,5.782,0.006
g32-g112,1,0,0.054,5.983,5.983,0.004
g32-g51,1,0,0,0.001,0.001,0
g32-g52,1,0,0,0.001,0.001,0
g32-g53,1,0,0,0.002,0.002,0
g32-g54,1,0,0,0.005,0.005,0
g32-g55,1,0,0,0.005,0.005,0
g32-g56,1,0,0,0.005,0.005,0
g32-g57,1,0,0,0.001,0.001,0
g32-g58-normed,1,0,0,0.003,0.003,0
g32-g59-normed,1,0,0,0.003,0.003,0
g32-g60-normed,1,0,0,0.005,0.005,0
g32-g61,1,0,0,0.005,0.005,0
g32-g62,1,0,0,0.008,0.008,0
g32-g63,1,0,0,0.023,0.023,0.001
g32-g64,1,0,0,0.051,0.051,0.003
g32-g65,1,0,0,0.027,0.027,0
g32-g66-normed,1,0,0,0.027,0.027,0.001
g32-g67,1,0,0,0.013,0.013,0.001
g32-g68,1,0,0,0.056,0.056,0.002
g32-g69,1,0,0,0.022,0.022,0
g32-g70,1,0,0,0.017,0.017,0.001
g32-g71,1,0,0,0.022,0.022,0
g32-g72,1,0,0,0.007,0.007,0
g32-g73-normed,1,0,0,0.029,0.029,0.001
g32-g74,1,0,0,0.019,0.019,0
g32-g75,1,0,0,0.032,0.032,0.002
g32-g76,1,0,0,0.154,0.154,0.02
g32-g77,1,0,0,0.318,0.318,0.041
g32-g78,1,0,0,0.066,0.066,0.001
g32-g79,1,0,0,0.042,0.042,0
g32-g80,1,0,0.001,0.022,0.022,0.001
g32-g81,1,0,0.001,0.205,0.205,0.001
g32-g82-normed,1,0,0.001,0.207,0.207,0.003
g32-g83,1,0,0.001,0.166,0.166,0.003
g32-g84,1,0,0.001,0.792,0.792,0.012
g32-g85,1,0,0.001,0.088,0.088,0
g32-g86-normed,1,0,0.001,0.089,0.089,0.002
g32-g87,1,0,0.001,0.128,0.128,0.002
g32-g88,1,0,0.001,0.142,0.142,0.002
g32-g89,1,0,0.001,0.11,0.11,0.001
g32-g90,1,0,0.002,0.266,0.266,0.003
g32-g91,1,0,0.002,0.162,0.162,0.001
g32-g92,1,0,0.003,0.23,0.23,0.003
g32-g93-normed,1,0,0.003,5.651,5.651,0.052
g32-g94,1,0,0.004,0.428,0.428,0.003
g32-g95,1,0,0.005,0.15,0.15,0
g32-g96,1,0,0.005,0.175,0.175,0
g32-g97,1,0,0.005,0.179,0.179,0.003
g32-g98,1,0,0.005,0.271,0.271,0.001
g32-g99,1,0,0.005,0.268,0.268,0.001
g33-g100,1,0,0.005,0.13,0.13,0
g33-g101,1,0,0.006,0.7,0.7,0.002
g33-g102,1,0,0.006,0.829,0.829,0.002
g33-g103,1,0,0.006,1.136,1.136,0.003
g33-g104,1,0,0.014,1.402,1.402,0.007
g33-g105,1,0,0.014,1.401,1.401,0.006
g33-g106,1,0,0.025,4.911,4.911,0.014
g33-g107,1,0,0.025,2.991,2.991,0.011
g33-g108,1,0,0.029,3.678,3.678,0.012
g33-g109,1,0,0.031,4.158,4.158,0.004
g33-g110,1,0,0.036,9.904,9.904,0.03
g33-g111,1,0,0.04,5.784,5.784,0.015
g33-g112,1,0,0.054,5.937,5.937,0.073
g33-g37,1,0,0,0.001,0.001,0
g33-g38,1,0,0,0,0,0
g33-g40,1,0,0,0.003,0.003,0
g33-g43,1,0,0,0.001,0.001,0
g33-g44,1,0,0,0.001,0.001,0
g33-g45,1,0,0,0.001,0.001,0
g33-g46,1,0,0,0.002,0.002,0
g33-g47,1,0,0,0.001,0.001,0
g33-g48,1,0,0,0.002,0.002,0
g33-g49,1,0,0,0.002,0.002,0
g33-g50,1,0,0,0.003,0.003,0
g33-g51,1,0,0,0.001,0.001,0
g33-g52,1,0,0,0.001,0.001,0
g33-g53,1,0,0,0.002,0.002,0
g33-g54,1,0,0,0.005,0.005,0
g33-g55,1,0,0,0.005,0.005,0
g33-g56,1,0,0,0.005,0.005,0
g33-g57,1,0,0,0.001,0.001,0
g33-g58-normed,1,0,0,0.003,0.003,0
g33-g59-normed,1,0,0,0.003,0.003,0
g33-g60-normed,1,0,0,0.005,0.005,0
g33-g61,1,0,0,0.005,0.005,0
g33-g62,1,0,0,0.008,0.008,0.001
g33-g63,1,0,0,0.023,0.023,0.001
g33-g64,1,0,0,0.051,0.051,0.009
g33-g65,1,0,0,0.027,0.027,0
g33-g66-normed,1,0,0,0.027,0.027,0
g33-g67,1,0,0,0.013,0.013,0
g33-g68,1,0,0,0.057,0.057,0.001
g33-g69,1,0,0,0.023,0.023,0
g33-g70,1,0,0,0.017,0.017,0
g33-g71,1,0,0,0.022,0.022,0
g33-g72,1,0,0,0.007,0.007,0
g33-g73-normed,1,0,0,0.029,0.029,0.002
g33-g74,1,0,0,0.019,0.019,0
g33-g75,1,0,0,0.032,0.032,0.008
g33-g76,1,0,0,0.155,0.155,0.024
g33-g77,1,0,0,0.318,0.318,0.019
g33-g78,1,0,0,0.067,0.067,0.002
g33-g79,1,0,0,0.042,0.042,0
g33-g80,1,0,0.001,0.021,0.021,0
g33-g81,1,0,0.001,0.205,0.205,0.001
g33-g82-normed,1,0,0.001,0.207,0.207,0
g33-g83,1,0,0.001,0.163,0.163,0.001
g33-g84,1,0,0.001,0.795,0.795,0.014
g33-g85,1,0,0.001,0.088,0.088,0
g33-g86-normed,1,0,0.001,0.088,0.088,0
g33-g87,1,0,0.001,0.128,0.128,0.001
g33-g88,1,0,0.001,0.141,0.141,0.002
g33-g89,1,0,0.001,0.11,0.11,0.001
g33-g90,1,0,0.002,0.265,0.265,0.001
g33-g91,1,0,0.002,0.163,0.163,0.01
g33-g92,1,0,0.003,0.229,0.229,0.009
g33-g93-normed,1,0,0.003,5.648,5.648,0.048
g33-g94,1,0,0.004,0.469,0.469,0.002
g33-g95,1,0,0.005,0.153,0.153,0
g33-g96,1,0,0.005,0.18,0.18,0
g33-g97,1,0,0.005,0.18,0.18,0.001
g33-g98,1,0,0.005,0.266,0.266,0.001
g33-g99,1,0,0.005,0.269,0.269,0.002
g34-g100,1,0,0.005,0.131,0.131,0
g34-g101,1,0,0.006,0.703,0.703,0.003
g34-g102,1,0,0.006,0.825,0.825,0.003
g34-g103,1,0,0.006,1.135,1.135,0.003
g34-g104,1,0,0.014,1.396,1.396,0.009
g34-g105,1,0,0.014,1.404,1.404,0.009
g34-g106,1,0,0.025,4.971,4.971,0.019
g34-g107,1,0,0.025,2.993,2.993,0.015
g34-g108,1,0,0.029,3.684,3.684,0.017
g34-g109,1,0,0.031,4.228,4.228,0.003
g34-g110,1,0,0.036,9.937,9.937,0.037
g34-g111,1,0,0.041,5.775,5.775,0.02
g34-g112,1,0,0.054,5.94,5.94,0.21
g34-g35,1,0,0,0,0,0
g34-g36,1,0,0,0,0,0
g34-g37,1,0,0,0.001,0.001,0
g34-g38,1,0,0,0,0,0
g34-g39,1,0,0,0,0,0
g34-g40,1,0,0,0.003,0.003,0
g34-g41,1,0,0,0.001,0.001,0
g34-g42,1,0,0,0.001,0.001,0
g34-g43,1,0,0,0.001,0.001,0
g34-g44,1,0,0,0.001,0.001,0
g34-g45,1,0,0,0.001,0.001,0
g34-g46,1,0,0,0.002,0.002,0
g34-g47,1,0,0,0.002,0.002,0
g34-g48,1,0,0,0.002,0.002,0
g34-g49,1,0,0,0.001,0.001,0
g34-g50,1,0,0,0.003,0.003,0
g34-g51,1,0,0,0.001,0.001,0
g34-g52,1,0,0,0.001,0.001,0
g34-g53,1,0,0,0.002,0.002,0
g34-g54,1,0,0,0.005,0.005,0
g34-g55,1,0,0,0.005,0.005,0
g34-g56,1,0,0,0.005,0.005,0
g34-g57,1,0,0,0.001,0.001,0
g34-g58-normed,1,0,0,0.003,0.003,0
g34-g59-normed,1,0,0,0.003,0.003,0
g34-g60-normed,1,0,0,0.005,0.005,0
g34-g61,1,0,0,0.005,0.005,0
g34-g62,1,0,0,0.008,0.008,0.002
g34-g63,1,0,0,0.023,0.023,0
g34-g64,1,0,0,0.051,0.051,0.001
g34-g65,1,0,0,0.027,0.027,0
g34-g66-normed,1,0,0,0.027,0.027,0
g34-g67,1,0,0,0.013,0.013,0
g34-g68,1,0,0,0.057,0.057,0.001
g34-g69,1,0,0,0.022,0.022,0
g34-g70,1,0,0,0.017,0.017,0
g34-g71,1,0,0,0.022,0.022,0.001
g34-g72,1,0,0,0.007,0.007,0
g34-g73-normed,1,0,0,0.03,0.03,0.002
g34-g74,1,0,0,0.019,0.019,0.001
g34-g75,1,0,0,0.032,0.032,0.009
g34-g76,1,0,0,0.16,0.16,0.028
g34-g77,1,0,0,0.318,0.318,0.019
g34-g78,1,0,0,0.067,0.067,0.001
g34-g79,1,0,0,0.042,0.042,0.001
g34-g80,1,0,0.001,0.022,0.022,0
g34-g81,1,0,0.001,0.206,0.206,0
g34-g82-normed,1,0,0.001,0.207,0.207,0
g34-g83,1,0,0.001,0.163,0.163,0
g34-g84,1,0,0.001,0.787,0.787,0.014
g34-g85,1,0,0.001,0.089,0.089,0
g34-g86-normed,1,0,0.001,0.088,0.088,0.001
g34-g87,1,0,0.001,0.129,0.129,0.003
g34-g88,1,0,0.001,0.142,0.142,0.003
g34-g89,1,0,0.001,0.11,0.11,0
g34-g90,1,0,0.002,0.264,0.264,0.001
g34-g91,1,0,0.002,0.161,0.161,0.027
g34-g92,1,0,0.003,0.226,0.226,0.026
g34-g93-normed,1,0,0.003,5.656,5.656,0.051
g34-g94,1,0,0.004,0.468,0.468,0.005
g34-g95,1,0,0.005,0.147,0.147,0
g34-g96,1,0,0.005,0.177,0.177,0.002
g34-g97,1,0,0.005,0.18,0.18,0.002
g34-g98,1,0,0.005,0.268,0.268,0.003
g34-g99,1,0,0.005,0.268,0.268,0.005
g35-g100,1,0,0.005,0.132,0.132,0.001
g35-g101,1,0,0.006,0.705,0.705,0.002
g35-g102,1,0,0.006,0.791,0.791,0.002
g35-g103,1,0,0.006,1.135,1.135,0.003
g35-g104,1,0,0.014,1.393,1.393,0.007
g35-g105,1,0,0.014,1.402,1.402,0.008
g35-g106,1,0,0.025,4.933,4.933,0.017
g35-g107,1,0,0.025,2.931,2.931,0.012
g35-g108,1,0,0.029,3.666,3.666,0.015
g35-g109,1,0,0.031,4.217,4.217,0.005
g35-g110,1,0,0.036,9.922,9.922,0.037
g35-g111,1,0,0.04,5.74,5.74,0.018
g35-g112,1,0,0.054,5.932,5.932,0.099
g35-g37,1,0,0,0.001,0.001,0
g35-g38,1,0,0,0,0,0
g35-g40,1,0,0,0.003,0.003,0
g35-g41,1,0,0,0.001,0.001,0
g35-g42,1,0,0,0.001,0.001,0
g35-g43,1,0,0,0.001,0.001,0
g35-g44,1,0,0,0.001,0.001,0
g35-g45,1,0,0,0.001,0.001,0
g35-g46,1,0,0,0.002,0.002,0
g35-g47,1,0,0,0.001,0.001,0
g35-g48,1,0,0,0.002,0.002,0
