instance,family,lad-values-removed,lad-values-removed-percent,lad-values-removed-min,lad-values-removed-max,lad-time,lad-detected-inconsistent
si6_b03_m200.04,3,0,0,0,0,0,false
si6_b03_m200.08,3,0,0,0,0,0,false
si6_b03_m200.07,3,0,0,0,0,0,false
si6_b03_m200.09,3,0,0,0,0,0,false
si6_b03_m200.05,3,0,0,0,0,0,false
si6_b03_m200.02,3,0,0,0,0,0,false
si6_b03_m200.06,3,0,0,0,0,0,false
si6_b03_m200.00,3,0,0,0,0,0,false
si6_b09_m200.09,3,0,0,0,0,0,false
si6_b09_m200.06,3,0,0,0,0,0,false
si6_b09_m200.08,3,0,0,0,0,0,false
si6_b09_m200.03,3,0,0,0,0,0,false
si6_b09_m200.00,3,0,0,0,0,0,false
si6_b09_m200.02,3,0,0,0,0,0,false
si6_b09_m200.07,3,0,0,0,0,0,false
si6_b09_m200.04,3,0,0,0,0,0,false
si6_b09_m200.01,3,0,0,0,0,0,false
si6_b09_m200.05,3,0,0,0,0,0,false
g10-g11,2,716,41.579559,4.761905,97.619049,0,false
g10-g12,2,568,28.861789,6.250000,50.000000,0,false
g10-g13,2,1001,49.825784,20.408163,83.673470,0,false
g10-g14,2,1191,58.097561,32.000000,84.000000,0,false
g10-g15,2,917,44.731707,18.000000,74.000000,0,false
g10-g16,2,299,13.759779,1.886792,81.132072,0,false
g10-g20,2,0,0,0,0,0,false
g10-g21,2,0,0,0,0,0,false
g10-g22,2,681,24.790681,0.000000,71.641792,0,false
g10-g23,2,863,28.833946,6.849315,54.794521,0,false
g10-g25,2,2195,71.382114,64.000000,77.333336,0,false
g10-g26,2,1477,45.030488,8.750000,70.000000,0,false
g10-g27,2,918,26.035167,0.000000,60.465115,0,false
g10-g28,2,0,100,0,0,0,true
g10-g29,2,0,0,0,0,0,false
g10-g30,2,0,0,0,0,0,false
g10-g31,2,0,0,0,0,0,false
g10-g32,2,0,0,0,0,0,false
g10-g33,2,1248,30.137648,0.000000,96.039604,0,false
g10-g37,2,7,0.142276,0.000000,5.000000,0,false
g10-g38,2,3533,71.215481,53.719009,83.471077,0,false
g10-g40,2,0,0,0,0,0,false
g10-g41,2,1798,34.260671,0.000000,97.656250,0,false
g10-g42,2,420,8.003049,0.000000,50.000000,0,false
g10-g43,2,685,13.052591,2.343750,32.812500,0,false
g10-g44,2,682,12.995427,2.343750,28.906250,0,false
g10-g45,2,1057,20.141006,9.375000,35.937500,0,false
g10-g46,2,4,0.076220,0.000000,2.343750,0,false
g10-g47,2,127,2.419970,2.343750,4.687500,0,false
g10-g48,2,2,0.038110,0.000000,0.781250,0,false
g10-g49,2,13,0.247713,0.000000,4.687500,0,false
g10-g50,2,0,0,0,0,0,false
g11-g12,2,779,38.640873,6.250000,54.166668,0,false
g11-g13,2,1374,66.763848,20.408163,89.795921,0,false
g11-g14,2,1496,71.238095,20.000000,94.000000,0,false
g11-g15,2,1306,62.190476,18.000000,84.000000,0,false
g11-g16,2,629,28.256963,0.000000,90.566040,0,false
g11-g20,2,0,0,0,0,0,false
g11-g21,2,0,0,0,0,0,false
g11-g22,2,1294,45.984364,0.000000,86.567162,0,false
g11-g23,2,1147,37.410307,6.849315,84.931503,0,false
g11-g25,2,2281,72.412698,62.666668,88.000000,0,false
g11-g26,2,1780,52.976190,5.000000,76.250000,0,false
g11-g27,2,1348,37.320044,0.000000,69.767441,0,false
g11-g28,2,0,100,0,0,0,true
g11-g29,2,0,0,0,0,0,false
g11-g30,2,0,0,0,0,0,false
g11-g31,2,0,0,0,0,0,false
g11-g32,2,0,0,0,0,0,false
g11-g33,2,0,100,0,0,0,true
g11-g37,2,23,0.456349,0.000000,17.500000,0,false
g11-g38,2,3876,76.269185,53.719009,83.471077,0,false
g11-g40,2,0,0,0,0,0,false
g11-g41,2,0,100,0,0,0,true
g11-g42,2,1103,20.517113,0.000000,71.875000,0,false
g11-g43,2,950,17.671131,0.781250,38.281250,0,false
g11-g44,2,1020,18.973214,2.343750,31.250000,0,false
g11-g45,2,1400,26.041667,9.375000,39.062500,0,false
g11-g46,2,10,0.186012,0.000000,6.250000,0,false
g11-g47,2,136,2.529762,2.343750,8.593750,0,false
g11-g48,2,5,0.093006,0.000000,2.343750,0,false
g11-g49,2,33,0.613839,0.000000,6.250000,0,false
g11-g50,2,0,0,0,0,0,false
g12-g20,2,28,0.911458,0.000000,43.750000,0,false
g12-g21,2,0,0,0,0,0,false
g12-g23,2,0,100,0,0,0,true
g12-g26,2,0,100,0,0,0,true
g12-g27,2,2497,60.489341,0.000000,94.186043,0,false
g12-g29,2,388,8.083333,0.000000,89.000000,0,false
g12-g30,2,819,17.062500,8.000000,92.000000,0,false
g12-g31,2,195,4.062500,0.000000,75.000000,0,false
g12-g32,2,0,0,0,0,0,false
g12-g38,2,0,100,0,0,0,true
g12-g40,2,0,0,0,0,0,false
g12-g43,2,3661,59.586589,0.000000,86.718750,0,false
g12-g44,2,1951,31.754557,0.000000,84.375000,0,false
g12-g45,2,2377,38.688151,7.031250,87.500000,0,false
g12-g46,2,3137,51.057943,0.781250,99.218750,0,false
g12-g47,2,3222,52.441406,3.125000,99.218750,0,false
g12-g48,2,2071,33.707682,0.000000,96.875000,0,false
g12-g50,2,28,0.455729,0.000000,12.500000,1,false
g13-g15,2,1228,50.122449,2.000000,98.000000,0,false
g13-g20,2,0,0,0,0,0,false
g13-g21,2,0,0,0,0,0,false
g13-g23,2,1722,48.140900,0.000000,97.260277,0,false
g13-g25,2,0,100,0,0,0,true
g13-g26,2,0,100,0,0,0,true
g13-g27,2,1521,36.093972,0.000000,93.023254,0,false
g13-g29,2,189,3.857143,0.000000,58.000000,0,false
g13-g30,2,574,11.714286,8.000000,64.000000,0,false
g13-g31,2,104,2.122449,0.000000,37.000000,0,false
g13-g32,2,0,0,0,0,0,false
g13-g38,2,0,100,0,0,0,true
g13-g40,2,0,0,0,0,0,false
g13-g43,2,2740,43.686224,0.000000,77.343750,0,false
g13-g44,2,1137,18.128189,0.000000,67.187500,0,false
g13-g45,2,1579,25.175383,7.031250,72.656250,0,false
g13-g46,2,753,12.005740,0.000000,86.718750,0,false
g13-g47,2,949,15.130740,2.343750,87.500000,0,false
g13-g48,2,506,8.067602,0.000000,78.125000,0,false
g13-g49,2,783,12.484056,0.000000,71.875000,0,false
g13-g50,2,8,0.127551,0.000000,2.343750,0,false
g14-g15,2,1072,42.880000,0.000000,94.000000,0,false
g14-g20,2,0,0,0,0,0,false
g14-g21,2,0,0,0,0,0,false
g14-g23,2,1306,35.780822,0.000000,93.150688,0,false
g14-g25,2,0,100,0,0,0,true
g14-g26,2,1731,43.275000,0.000000,96.250000,0,false
g14-g27,2,1209,28.116279,0.000000,89.534882,0,false
g14-g29,2,56,1.120000,0.000000,30.000000,0,false
g14-g30,2,454,9.080000,8.000000,37.000000,0,false
g14-g31,2,26,0.520000,0.000000,16.000000,0,false
g14-g32,2,0,0,0,0,0,false
g14-g38,2,3727,61.603306,0.000000,95.041321,0,false
g14-g40,2,0,0,0,0,0,false
g14-g43,2,2075,32.421875,0.000000,71.093750,0,false
g14-g44,2,937,14.640625,0.000000,58.593750,0,false
g14-g45,2,1391,21.734375,7.031250,65.625000,0,false
g14-g46,2,248,3.875000,0.000000,72.656250,0,false
g14-g47,2,393,6.140625,2.343750,72.656250,0,false
g14-g48,2,197,3.078125,0.000000,60.937500,0,false
g14-g49,2,272,4.250000,0.000000,46.093750,0,false
g14-g50,2,2,0.031250,0.000000,0.781250,0,false
g15-g20,2,0,0,0,0,0,false
g15-g21,2,0,0,0,0,0,false
g15-g23,2,0,100,0,0,0,true
g15-g25,2,0,100,0,0,0,true
g15-g26,2,0,100,0,0,0,true
g15-g27,2,1786,41.534884,0.000000,93.023254,0,false
g15-g29,2,317,6.340000,0.000000,72.000000,0,false
g15-g30,2,703,14.060000,8.000000,76.000000,0,false
g15-g31,2,190,3.800000,0.000000,48.000000,0,false
g15-g32,2,0,0,0,0,0,false
g15-g38,2,0,100,0,0,0,true
g15-g40,2,0,0,0,0,0,false
g15-g43,2,3068,47.937500,0.000000,78.906250,0,false
g15-g44,2,1332,20.812500,0.000000,72.656250,0,false
g15-g45,2,1778,27.781250,7.031250,78.125000,0,false
g15-g46,2,2104,32.875000,0.000000,97.656250,0,false
g15-g47,2,2229,34.828125,2.343750,97.656250,0,false
g15-g48,2,1113,17.390625,0.000000,88.281250,0,false
g15-g49,2,1515,23.671875,0.000000,83.593750,0,false
g15-g50,2,16,0.250000,0.000000,3.906250,0,false
g16-g20,2,0,0,0,0,0,false
g16-g21,2,0,0,0,0,0,false
g16-g22,2,0,100,0,0,0,true
g16-g23,2,1961,50.684932,6.849315,91.780823,0,false
g16-g25,2,3046,76.628931,62.666668,92.000000,0,false
g16-g26,2,2813,66.344340,6.250000,85.000000,0,false
g16-g27,2,2324,50.987275,0.000000,73.255814,0,false
g16-g28,2,0,100,0,0,0,true
g16-g29,2,3,0.056604,0.000000,1.000000,0,false
g16-g30,2,427,8.056604,8.000000,9.000000,0,false
g16-g31,2,0,0,0,0,0,false
g16-g32,2,0,0,0,0,0,false
g16-g33,2,0,100,0,0,0,true
g16-g37,2,458,7.201258,0.000000,39.166668,0,false
g16-g38,2,5159,80.445969,53.719009,90.082642,0,false
g16-g40,2,0,0,0,0,0,false
g16-g43,2,1876,27.653302,2.343750,48.437500,0,false
g16-g44,2,1680,24.764151,2.343750,38.281250,0,false
g16-g45,2,2159,31.824882,9.375000,45.312500,0,false
g16-g46,2,102,1.503538,0.000000,14.843750,0,false
g16-g47,2,264,3.891509,2.343750,17.968750,0,false
g16-g48,2,58,0.854953,0.000000,8.593750,0,false
g16-g49,2,149,2.196344,0.000000,7.812500,0,false
g16-g50,2,0,0,0,0,0,false
g17-g18,2,0,0,0,0,0,false
g17-g19,2,656,16.015625,0.000000,31.250000,0,false
g17-g20,2,0,0,0,0,0,false
g17-g21,2,0,0,0,0,0,false
g17-g22,2,252,5.876866,0.000000,10.447762,0,false
g17-g23,2,1256,26.883562,17.808220,30.136986,0,false
g17-g24,2,3940,82.083333,81.333336,82.666664,0,false
g17-g25,2,3428,71.416667,70.666664,72.000000,0,false
g17-g26,2,2248,43.906250,28.750000,48.750000,0,false
g17-g27,2,1272,23.110465,13.953488,27.906977,0,false
g17-g28,2,0,100,0,0,0,true
g17-g29,2,0,0,0,0,0,false
g17-g30,2,0,0,0,0,0,false
g17-g31,2,0,0,0,0,0,false
g17-g32,2,0,0,0,0,0,false
g17-g33,2,108,1.670792,0.000000,2.970297,0,false
g17-g34,2,0,0,0,0,0,false
g17-g35,2,344,4.479167,0.000000,9.166667,0,false
g17-g36,2,0,0,0,0,0,false
g17-g37,2,0,0,0,0,0,false
g17-g38,2,5488,70.867769,65.289253,75.206612,0,false
g17-g39,2,400,5.165289,0.000000,9.917356,0,false
g17-g40,2,0,0,0,0,0,false
g17-g41,2,124,1.513672,0.000000,3.125000,0,false
g17-g42,2,112,1.367188,0.000000,2.343750,0,false
g17-g43,2,584,7.128906,2.343750,11.718750,0,false
g17-g44,2,924,11.279297,6.250000,13.281250,0,false
g17-g45,2,1504,18.359375,14.062500,20.312500,0,false
g17-g46,2,0,0,0,0,0,false
g17-g47,2,0,0,0,0,0,false
g17-g48,2,0,0,0,0,0,false
g17-g49,2,0,0,0,0,0,false
g17-g50,2,0,0,0,0,0,false
g18-g19,2,1280,31.250000,31.250000,31.250000,0,false
g18-g20,2,0,0,0,0,0,false
g18-g21,2,0,0,0,0,0,false
g18-g22,2,448,10.447761,10.447762,10.447762,0,false
g18-g23,2,1408,30.136986,30.136986,30.136986,0,false
g18-g24,2,3968,82.666667,82.666664,82.666664,0,false
g18-g25,2,3456,72.000000,72.000000,72.000000,0,false
g18-g26,2,2496,48.750000,48.750000,48.750000,0,false
g18-g27,2,1536,27.906977,27.906977,27.906977,0,false
g18-g28,2,0,100,0,0,0,true
g18-g29,2,0,0,0,0,0,false
g18-g30,2,0,0,0,0,0,false
g18-g31,2,0,0,0,0,0,false
g18-g32,2,0,0,0,0,0,false
g18-g33,2,192,2.970297,2.970297,2.970297,0,false
g18-g34,2,0,0,0,0,0,false
g18-g35,2,704,9.166667,9.166667,9.166667,0,false
g18-g36,2,0,0,0,0,0,false
g18-g37,2,0,0,0,0,0,false
g18-g38,2,5824,75.206612,75.206612,75.206612,0,false
g18-g39,2,768,9.917355,9.917356,9.917356,0,false
g18-g40,2,0,0,0,0,0,false
g18-g41,2,256,3.125000,3.125000,3.125000,0,false
g18-g42,2,192,2.343750,2.343750,2.343750,0,false
g18-g43,2,960,11.718750,11.718750,11.718750,0,false
g18-g44,2,1088,13.281250,13.281250,13.281250,0,false
g18-g45,2,1664,20.312500,20.312500,20.312500,0,false
g18-g46,2,0,0,0,0,0,false
g18-g47,2,0,0,0,0,0,false
g18-g48,2,0,0,0,0,0,false
g18-g49,2,0,0,0,0,0,false
g18-g50,2,0,0,0,0,0,false
g19-g20,2,0,0,0,0,0,false
g19-g21,2,0,0,0,0,0,false
g19-g22,2,2324,54.197761,5.970149,65.671638,0,false
g19-g23,2,1668,35.702055,21.917809,47.945206,0,false
g19-g25,2,3492,72.750000,70.666664,76.000000,0,false
g19-g26,2,2800,54.687500,33.750000,71.250000,0,false
g19-g27,2,1960,35.610465,16.279070,55.813953,0,false
g19-g28,2,0,100,0,0,0,true
g19-g29,2,0,0,0,0,0,false
g19-g30,2,0,0,0,0,0,false
g19-g31,2,0,0,0,0,0,false
g19-g32,2,0,0,0,0,0,false
g19-g33,2,0,100,0,0,0,true
g19-g35,2,0,100,0,0,0,true
g19-g37,2,16,0.208333,0.000000,0.833333,0,false
g19-g38,2,5840,75.413223,65.289253,83.471077,0,false
g19-g40,2,0,0,0,0,0,false
g19-g41,2,0,100,0,0,0,true
g19-g42,2,1604,19.580078,0.000000,46.093750,0,false
g19-g43,2,1684,20.556641,9.375000,30.468750,0,false
g19-g44,2,1468,17.919922,7.031250,27.343750,0,false
g19-g45,2,2048,25.000000,14.843750,34.375000,0,false
g19-g46,2,16,0.195312,0.000000,0.781250,0,false
g19-g47,2,208,2.539062,2.343750,3.125000,0,false
g19-g48,2,16,0.195312,0.000000,0.781250,0,false
g19-g49,2,64,0.781250,0.000000,2.343750,0,false
g19-g50,2,0,0,0,0,0,false
g2-g10,2,10,2.439024,2.439024,2.439024,0,false
g2-g11,2,10,2.380952,2.380952,2.380952,0,false
g2-g12,2,40,8.333333,8.333333,8.333333,0,false
g2-g13,2,120,24.489796,24.489796,24.489796,0,false
g2-g14,2,160,32.000000,32.000000,32.000000,0,false
g2-g15,2,120,24.000000,24.000000,24.000000,0,false
g2-g16,2,10,1.886792,1.886792,1.886792,0,false
g2-g17,2,0,0,0,0,0,false
g2-g18,2,0,0,0,0,0,false
g2-g19,2,0,0,0,0,0,false
g2-g20,2,0,0,0,0,0,false
g2-g21,2,0,0,0,0,0,false
g2-g22,2,0,0,0,0,0,false
g2-g23,2,70,9.589041,9.589041,9.589041,0,false
g2-g24,2,530,70.666667,70.666664,70.666664,0,false
g2-g25,2,510,68.000000,68.000000,68.000000,0,false
g2-g26,2,210,26.250000,26.250000,26.250000,0,false
g2-g27,2,100,11.627907,11.627907,11.627907,0,false
g2-g28,2,590,60.824742,60.824741,60.824741,0,false
g2-g29,2,0,0,0,0,0,false
g2-g3,2,0,0,0,0,0,false
g2-g30,2,0,0,0,0,0,false
g2-g31,2,0,0,0,0,0,false
g2-g32,2,0,0,0,0,0,false
g2-g33,2,0,0,0,0,0,false
g2-g34,2,0,0,0,0,0,false
g2-g35,2,0,0,0,0,0,false
g2-g36,2,0,0,0,0,0,false
g2-g37,2,0,0,0,0,0,false
g2-g38,2,790,65.289256,65.289253,65.289253,0,false
g2-g39,2,0,0,0,0,0,false
g2-g4,2,0,0,0,0,0,false
g2-g40,2,0,0,0,0,0,false
g2-g41,2,0,0,0,0,0,false
g2-g42,2,0,0,0,0,0,false
g2-g43,2,10,0.781250,0.781250,0.781250,0,false
g2-g44,2,80,6.250000,6.250000,6.250000,0,false
g2-g45,2,180,14.062500,14.062500,14.062500,0,false
g2-g46,2,0,0,0,0,0,false
g2-g47,2,0,0,0,0,0,false
g2-g48,2,0,0,0,0,0,false
g2-g49,2,0,0,0,0,0,false
g2-g5,2,0,0,0,0,0,false
g2-g50,2,0,0,0,0,0,false
g2-g6,2,30,15.789474,15.789474,15.789474,0,false
g2-g7,2,0,0,0,0,0,false
g2-g8,2,10,3.333333,3.333333,3.333333,0,false
g2-g9,2,130,35.135135,35.135136,35.135136,0,false
g20-g21,2,0,0,0,0,0,false
g20-g23,2,0,100,0,0,0,true
g20-g26,2,0,100,0,0,0,true
g20-g27,2,0,100,0,0,0,true
g20-g29,2,0,100,0,0,0,true
g20-g30,2,0,100,0,0,0,true
g20-g31,2,0,100,0,0,0,true
g20-g32,2,0,0,0,0,0,false
g20-g38,2,0,100,0,0,0,true
g20-g40,2,0,0,0,0,0,false
g20-g43,2,0,100,0,0,0,true
g20-g44,2,0,100,0,0,0,true
g20-g45,2,0,100,0,0,0,true
g20-g48,2,0,100,0,0,0,true
g20-g50,2,1544,18.847656,17.187500,22.656250,0,false
g21-g27,2,0,100,0,0,0,true
g21-g32,2,0,0,0,0,0,false
g21-g40,2,5032,64.979339,52.066116,80.165291,0,false
g21-g50,2,0,100,0,0,0,true
g22-g23,2,2604,53.240646,17.808220,90.410957,0,false
g22-g25,2,3890,77.412935,70.666664,92.000000,0,false
g22-g26,2,3297,61.511194,28.750000,85.000000,0,false
g22-g27,2,2755,47.813259,13.953488,76.744186,0,false
g22-g28,2,0,100,0,0,0,true
g22-g29,2,2,0.029851,0.000000,1.000000,0,false
g22-g30,2,538,8.029851,8.000000,9.000000,0,false
g22-g31,2,0,0,0,0,0,false
g22-g32,2,0,0,0,0,0,false
g22-g33,2,0,100,0,0,0,true
g22-g37,2,528,6.567164,0.000000,39.166668,0,false
g22-g38,2,6373,78.611077,65.289253,90.082642,0,false
g22-g40,2,0,0,0,0,0,false
g22-g43,2,2282,26.609142,8.593750,47.656250,0,false
g22-g44,2,1972,22.994403,6.250000,38.281250,0,false
g22-g45,2,2584,30.130597,14.062500,45.312500,0,false
g22-g46,2,134,1.562500,0.000000,14.843750,0,false
g22-g47,2,337,3.929571,2.343750,17.968750,0,false
g22-g48,2,60,0.699627,0.000000,8.593750,0,false
g22-g49,2,187,2.180504,0.000000,7.812500,0,false
g22-g50,2,0,0,0,0,0,false
g23-g27,2,3402,54.189232,0.000000,98.837212,0,false
g23-g32,2,0,0,0,0,0,false
g23-g40,2,0,0,0,0,0,false
g23-g50,2,1309,14.008990,0.000000,45.312500,1,false
g24-g25,2,2393,42.542222,0.000000,72.000000,0,false
g24-g26,2,1004,16.733333,0.000000,52.500000,0,false
g24-g27,2,676,10.480620,0.000000,47.674419,0,false
g24-g28,2,0,100,0,0,0,true
g24-g29,2,0,0,0,0,0,false
g24-g30,2,0,0,0,0,0,false
g24-g31,2,0,0,0,0,0,false
g24-g32,2,0,0,0,0,0,false
g24-g33,2,915,12.079208,0.000000,89.108910,0,false
g24-g35,2,1383,15.366667,0.000000,91.666664,0,false
g24-g36,2,1244,13.822222,0.000000,95.833336,0,false
g24-g37,2,0,0,0,0,0,false
g24-g38,2,3704,40.815427,0.000000,75.206612,0,false
g24-g39,2,996,10.975207,0.000000,59.504131,0,false
g24-g40,2,0,0,0,0,0,false
g24-g41,2,1212,12.625000,0.000000,96.093750,0,false
g24-g42,2,365,3.802083,0.000000,26.562500,0,false
g24-g43,2,396,4.125000,0.000000,21.093750,0,false
g24-g44,2,581,6.052083,0.000000,23.437500,0,false
g24-g45,2,1265,13.177083,7.031250,30.468750,0,false
g24-g46,2,0,0,0,0,0,false
g24-g47,2,0,0,0,0,0,false
g24-g48,2,0,0,0,0,0,false
g24-g49,2,9,0.093750,0.000000,0.781250,0,false
g24-g50,2,0,0,0,0,0,false
g25-g26,2,1547,25.783333,0.000000,97.500000,0,false
g25-g27,2,1371,21.255814,0.000000,93.023254,0,false
g25-g29,2,85,1.133333,0.000000,72.000000,0,false
g25-g30,2,680,9.066667,8.000000,76.000000,0,false
g25-g31,2,50,0.666667,0.000000,48.000000,0,false
g25-g32,2,0,0,0,0,0,false
g25-g38,2,0,100,0,0,0,true
g25-g40,2,0,0,0,0,0,false
g25-g43,2,1677,17.468750,0.000000,78.906250,0,false
g25-g44,2,995,10.364583,0.000000,72.656250,0,false
g25-g45,2,1679,17.489583,7.031250,78.125000,0,false
g25-g46,2,904,9.416667,0.000000,94.531250,0,false
g25-g47,2,1144,11.916667,2.343750,94.531250,0,false
g25-g48,2,364,3.791667,0.000000,87.500000,0,false
g25-g49,2,688,7.166667,0.000000,82.812500,0,false
g25-g50,2,5,0.052083,0.000000,3.906250,1,false
g26-g27,2,2994,43.517442,0.000000,98.837212,0,false
g26-g32,2,0,0,0,0,0,false
g26-g40,2,0,0,0,0,0,false
g26-g50,2,258,2.519531,0.000000,28.906250,1,false
g27-g32,2,0,0,0,0,0,false
g27-g50,2,2734,24.836483,0.781250,92.968750,1,false
g28-g29,2,3,0.030928,0.000000,3.000000,0,false
g28-g30,2,779,8.030928,8.000000,11.000000,0,false
g28-g31,2,0,0,0,0,0,false
g28-g32,2,0,0,0,0,0,false
g28-g33,2,0,100,0,0,0,true
g28-g37,2,359,3.084192,0.000000,78.333336,0,false
g28-g38,2,5456,46.485473,0.000000,90.082642,0,false
g28-g40,2,0,0,0,0,0,false
g28-g43,2,1729,13.925580,0.000000,50.781250,0,false
g28-g44,2,754,6.072809,0.000000,41.406250,0,false
g28-g45,2,1655,13.329575,7.031250,49.218750,0,false
g28-g46,2,53,0.426869,0.000000,21.093750,0,false
g28-g47,2,344,2.770619,2.343750,23.437500,0,false
g28-g48,2,29,0.233570,0.000000,14.843750,0,false
g28-g49,2,53,0.426869,0.000000,10.156250,0,false
g28-g50,2,0,0,0,0,0,false
g29-g30,2,0,100,0,0,0,true
g29-g31,2,5202,52.020000,0.000000,99.000000,0,false
g29-g32,2,0,0,0,0,1,false
g29-g40,2,0,0,0,0,0,false
g29-g44,2,0,100,0,0,0,true
g29-g45,2,0,100,0,0,0,true
g29-g50,2,452,3.531250,0.000000,25.000000,1,false
g3-g10,2,80,19.512195,19.512196,19.512196,0,false
g3-g11,2,30,7.142857,7.142857,7.142857,0,false
g3-g12,2,110,22.916667,22.916666,22.916666,0,false
g3-g13,2,190,38.775510,38.775509,38.775509,0,false
g3-g14,2,190,38.000000,38.000000,38.000000,0,false
g3-g15,2,170,34.000000,34.000000,34.000000,0,false
g3-g16,2,10,1.886792,1.886792,1.886792,0,false
g3-g17,2,120,18.750000,18.750000,18.750000,0,false
g3-g18,2,0,0,0,0,0,false
g3-g19,2,40,6.250000,6.250000,6.250000,0,false
g3-g20,2,0,0,0,0,0,false
g3-g21,2,0,0,0,0,0,false
g3-g22,2,20,2.985075,2.985075,2.985075,0,false
g3-g23,2,180,24.657534,24.657534,24.657534,0,false
g3-g24,2,610,81.333333,81.333336,81.333336,0,false
g3-g25,2,530,70.666667,70.666664,70.666664,0,false
g3-g26,2,320,40.000000,40.000000,40.000000,0,false
g3-g27,2,150,17.441860,17.441860,17.441860,0,false
g3-g28,2,940,96.907216,96.907219,96.907219,0,false
g3-g29,2,0,0,0,0,0,false
g3-g30,2,0,0,0,0,0,false
g3-g31,2,0,0,0,0,0,false
g3-g32,2,0,0,0,0,0,false
g3-g33,2,0,0,0,0,0,false
g3-g34,2,0,0,0,0,0,false
g3-g35,2,0,0,0,0,0,false
g3-g36,2,0,0,0,0,0,false
g3-g37,2,0,0,0,0,0,false
g3-g38,2,790,65.289256,65.289253,65.289253,0,false
g3-g39,2,20,1.652893,1.652893,1.652893,0,false
g3-g4,2,0,0,0,0,0,false
g3-g40,2,0,0,0,0,0,false
g3-g41,2,0,0,0,0,0,false
g3-g42,2,10,0.781250,0.781250,0.781250,0,false
g3-g43,2,40,3.125000,3.125000,3.125000,0,false
g3-g44,2,120,9.375000,9.375000,9.375000,0,false
g3-g45,2,210,16.406250,16.406250,16.406250,0,false
g3-g46,2,0,0,0,0,0,false
g3-g47,2,0,0,0,0,0,false
g3-g48,2,0,0,0,0,0,false
g3-g49,2,0,0,0,0,0,false
g3-g5,2,0,0,0,0,0,false
g3-g50,2,0,0,0,0,0,false
g3-g6,2,70,36.842105,36.842106,36.842106,0,false
g3-g7,2,0,0,0,0,0,false
g3-g8,2,70,23.333333,23.333334,23.333334,0,false
g3-g9,2,180,48.648649,48.648647,48.648647,0,false
g30-g31,2,0,100,0,0,0,true
g30-g32,2,0,0,0,0,0,false
g30-g40,2,0,0,0,0,0,false
g30-g44,2,0,100,0,0,0,true
g30-g45,2,0,100,0,0,0,true
g30-g50,2,0,100,0,0,0,true
g31-g32,2,0,0,0,0,0,false
g31-g40,2,0,0,0,0,0,false
g31-g50,2,921,7.195312,0.000000,25.781250,1,false
g33-g37,2,1114,9.191419,0.000000,95.833336,0,false
g33-g38,2,9501,77.743229,65.289253,90.082642,0,false
g33-g40,2,0,0,0,0,0,false
g33-g43,2,2838,21.952351,11.718750,56.250000,0,false
g33-g44,2,2686,20.776609,9.375000,48.437500,0,false
g33-g45,2,3594,27.800124,16.406250,54.687500,0,false
g33-g46,2,64,0.495050,0.000000,25.000000,0,false
g33-g47,2,368,2.846535,2.343750,27.343750,0,false
g33-g48,2,47,0.363552,0.000000,21.093750,0,false
g33-g49,2,108,0.835396,0.000000,15.625000,0,false
g33-g50,2,0,0,0,0,0,false
g34-g35,2,1320,9.166667,9.166667,9.166667,0,false
g34-g36,2,0,0,0,0,0,false
g34-g37,2,0,0,0,0,0,false
g34-g38,2,10920,75.206612,75.206612,75.206612,0,false
g34-g39,2,1440,9.917355,9.917356,9.917356,0,false
g34-g40,2,0,0,0,0,0,false
g34-g41,2,480,3.125000,3.125000,3.125000,0,false
g34-g42,2,360,2.343750,2.343750,2.343750,0,false
g34-g43,2,1800,11.718750,11.718750,11.718750,0,false
g34-g44,2,2040,13.281250,13.281250,13.281250,0,false
g34-g45,2,3120,20.312500,20.312500,20.312500,0,false
g34-g46,2,0,0,0,0,0,false
g34-g47,2,0,0,0,0,0,false
g34-g48,2,0,0,0,0,0,false
g34-g49,2,0,0,0,0,0,false
g34-g50,2,0,0,0,0,0,false
g35-g37,2,1,0.006944,0.000000,0.833333,0,false
g35-g38,2,11048,76.088154,65.289253,83.471077,0,false
g35-g40,2,0,0,0,0,0,false
g35-g41,2,0,100,0,0,0,true
g35-g42,2,2248,14.635417,0.781250,42.187500,0,false
g35-g43,2,2336,15.208333,6.250000,29.687500,0,false
g35-g44,2,2880,18.750000,9.375000,27.343750,0,false
g35-g45,2,3960,25.781250,16.406250,34.375000,0,false
g35-g46,2,1,0.006510,0.000000,0.781250,0,false
g35-g47,2,361,2.350260,2.343750,3.125000,0,false
g35-g48,2,1,0.006510,0.000000,0.781250,0,false
g35-g49,2,47,0.305990,0.000000,2.343750,0,false
g35-g50,2,0,0,0,0,0,false
g36-g37,2,0,0,0,0,0,false
g36-g38,2,11010,75.826446,75.206612,83.471077,0,false
g36-g40,2,0,0,0,0,0,false
g36-g41,2,7383,48.066406,3.125000,97.656250,0,false
g36-g42,2,2197,14.303385,2.343750,28.906250,0,false
g36-g43,2,2288,14.895833,11.718750,23.437500,0,false
g36-g44,2,2950,19.205729,13.281250,25.000000,0,false
g36-g45,2,4030,26.236979,20.312500,32.031250,0,false
g36-g46,2,0,0,0,0,0,false
g36-g47,2,0,0,0,0,0,false
g36-g48,2,0,0,0,0,0,false
g36-g49,2,52,0.338542,0.000000,0.781250,0,false
g36-g50,2,0,0,0,0,0,false
g37-g38,2,0,100,0,0,0,true
g37-g40,2,0,0,0,0,0,false
